종류,품종,시도,시군구,발생장소,구조일자
고양이,코리안숏헤어,대전광역시,대덕구,비래동 113-21 비래수산 주변,2019-05-12
개,믹스,대전광역시,대덕구,평촌동 100번지 KT&G 주변,2019-05-12
고양이,코리안숏헤어,대전광역시,대덕구,읍내동 현대@ 주변,2019-05-12
개,말티즈,대전광역시,대덕구,상서동 828-15번지 주변,2019-05-13
고양이,코리안숏헤어,대전광역시,서구,괴정동 76-5 내,2019-05-10
개,푸들,대전광역시,중구,계백로1562번길 황안과 주변,2019-05-14
고양이,코리안숏헤어,대전광역시,서구,도마동 124-23,2019-05-10
고양이,코리안숏헤어,대전광역시,서구,도마동 124-23,2019-05-10
고양이,코리안숏헤어,대전광역시,서구,도마동 124-23,2019-05-10
고양이,코리안숏헤어,대전광역시,서구,도마동 124-23,2019-05-10
고양이,코리안숏헤어,대전광역시,서구,도마동 124-23,2019-05-10
고양이,코리안숏헤어,대전광역시,서구,정림동 267-4번지 SK주유소 내,2019-05-11
개,허스키,대전광역시,서구,성북 2통 인근,2019-05-11
고양이,코리안숏헤어,대전광역시,서구,가수원동 계룡@ 내,2019-05-12
고양이,코리안숏헤어,대전광역시,서구,가수원동 계룡@ 내,2019-05-12
고양이,코리안숏헤어,대전광역시,서구,가수원동 계룡@ 내,2019-05-12
고양이,코리안숏헤어,대전광역시,서구,원앙마을 1단지 내,2019-05-12
고양이,코리안숏헤어,대전광역시,서구,월평동 1271번지 인근,2019-05-12
고양이,코리안숏헤어,대전광역시,서구,월평동 1271번지 인근,2019-05-12
고양이,코리안숏헤어,대전광역시,서구,남선공원 인근,2019-05-12
고양이,코리안숏헤어,대전광역시,서구,진달래@ 상가 인근,2019-05-13
고양이,코리안숏헤어,대전광역시,서구,정림동 199-14 인근 화단,2019-05-13
고양이,코리안숏헤어,대전광역시,서구,정림동 199-14 인근 화단,2019-05-13
고양이,코리안숏헤어,대전광역시,서구,정림동 199-14 인근 화단,2019-05-13
고양이,코리안숏헤어,대전광역시,서구,둔산동 크로바@ 지하,2019-05-13
고양이,코리안숏헤어,대전광역시,서구,둔산동 크로바@ 지하,2019-05-13
고양이,코리안숏헤어,대전광역시,서구,둔산동 크로바@ 지하,2019-05-13
고양이,코리안숏헤어,대전광역시,서구,내동 한빛교회 인근,2019-05-13
개,포메라이언,대전광역시,서구,도마동 25-24 인근,2019-05-13
개,말티즈,대전광역시,동구,가양동 가양빌라 주변,2019-05-13
고양이,코리안숏헤어,대전광역시,유성구,봉명동 도안6단지@ 내,2019-05-11
고양이,코리안숏헤어,대전광역시,유성구,장대동 유성초교 인근,2019-05-12
개,닥스훈트,대전광역시,유성구,갑동 만나 인근,2019-05-13
기타,오리,대전광역시,유성구,원촌동 유생촌 인근,2019-05-13
개,진도,대전광역시,유성구,진잠농협 인근,2019-05-13
고양이,코리안숏헤어,대전광역시,유성구,수통골,2019-05-13
고양이,코리안숏헤어,대전광역시,유성구,유성시장 천변,2019-05-12
고양이,코리안숏헤어,대전광역시,유성구,유성시장 천변,2019-05-12
고양이,코리안숏헤어,대전광역시,유성구,유성시장 천변,2019-05-12
고양이,코리안숏헤어,대전광역시,중구,대흥동 오토바이골목 주변,2019-05-13
개,진도,대전광역시,중구,유천지역아동센터 주변,2019-05-13
개,포메라이언,대전광역시,동구,흑룡사거리 주변,2019-05-13
개,리트리버,대전광역시,동구,가양초등학교 부근 골목길,2019-05-13
개,닥스훈트,대전광역시,동구,판암동 판암주공2단지 주변,2019-05-14
고양이,코리안숏헤어,대전광역시,동구,대별동 대별교 주변,2019-05-14
개,진도,대전광역시,동구,용운동 복지회관 주변,2019-05-15
개,시츄,대전광역시,동구,용전동 장충동왕족발 주변,2019-05-15
고양이,코리안숏헤어,대전광역시,중구,산성동 서울동물병원 주변,2019-05-15
고양이,코리안숏헤어,대전광역시,중구,산성동 서울동물병원 주변,2019-05-15
고양이,코리안숏헤어,대전광역시,중구,산성동 서울동물병원 주변,2019-05-15
고양이,코리안숏헤어,대전광역시,중구,산성동 서울동물병원 주변,2019-05-15
고양이,코리안숏헤어,대전광역시,중구,산성동 서울동물병원 주변,2019-05-15
개,믹스,대전광역시,중구, 사정동 371-3번지 주변,2019-05-15
기타,아메리칸 너구리,대전광역시,중구,동서대로 1203-12 주변,2019-05-16
고양이,코리안숏헤어,대전광역시,중구,석교동 73-12번지 주변,2019-05-16
고양이,코리안숏헤어,대전광역시,중구,석교동 73-12번지 주변,2019-05-16
고양이,코리안숏헤어,대전광역시,중구,석교동 73-12번지 주변,2019-05-16
개,진도,대전광역시,대덕구,중리동 중리주공2단지 201동 주변,2019-05-14
고양이,코리안숏헤어,대전광역시,대덕구,중리동 373-16번지 주변,2019-05-15
개,말티즈,대전광역시,대덕구,대화동 두리@ 주변,2019-05-15
개,시츄,대전광역시,중구,사정동 516-3번지 우남스타운 주변,2019-05-16
고양이,코리안숏헤어,대전광역시,중구,유천동 288-2번지 빌라 주차장 주변,2019-05-16
고양이,코리안숏헤어,대전광역시,중구,유천동 288-2번지 빌라 주차장 주변,2019-05-16
고양이,코리안숏헤어,대전광역시,중구,유천동 288-2번지 빌라 주차장 주변,2019-05-16
개,푸들,대전광역시,중구,태평동 버드내@ 1단지 관리사무소 주변,2019-05-17
고양이,코리안숏헤어,대전광역시,대덕구,한남대 등산로 주변,2019-05-17
고양이,코리안숏헤어,대전광역시,대덕구,오정로14번길 32 주변,2019-05-17
고양이,코리안숏헤어,대전광역시,동구,판암주공@ 1.2단지 관리사무소 주변,2019-05-16
고양이,코리안숏헤어,대전광역시,동구,동구청 주변,2019-05-16
개,푸들,대전광역시,동구,상소동 산림욕장 부근,2019-05-16
개,푸들,대전광역시,동구,용운동 시장 상가 안,2019-05-18
고양이,코리안숏헤어,대전광역시,동구,인동 사거리 부근,2019-05-18
개,믹스,대전광역시,동구,판암동 평안감리교회 부근,2019-05-18
고양이,코리안숏헤어,대전광역시,동구,삼성동 현암상가 부근,2019-05-18
고양이,코리안숏헤어,대전광역시,동구,삼성동 현암상가 부근,2019-05-18
개,시츄 믹스,대전광역시,동구,대성동 세진운수 부근,2019-05-18
개,믹스,대전광역시,동구,신흥동 이스트시티2단지 부근,2019-05-18
개,믹스,대전광역시,동구,구도동 마니커 충청식품 부근,2019-05-18
개,믹스,대전광역시,동구,구도동 마니커 충청식품 부근,2019-05-18
개,말티즈,대전광역시,동구,판암동 1단지 부근,2019-05-18
개,믹스,대전광역시,동구,홍도동 13-21 주변,2019-05-19
고양이,페르시안,대전광역시,동구,천동 주공@ 주변,2019-05-19
고양이,코리안숏헤어,대전광역시,중구,석교동 19-20번지 주변,2019-05-18
개,믹스,대전광역시,중구,호동 17-36번지 주변,2019-05-18
고양이,코리안숏헤어,대전광역시,대덕구,중리동 120-3번지 주변,2019-05-17
고양이,코리안숏헤어,대전광역시,대덕구,송촌동 웰리스병원 주변,2019-05-17
고양이,샴,대전광역시,대덕구,대전로 1119번길 주변,2019-05-18
개,믹스,대전광역시,대덕구,대전로 1348 문화원 주변,2019-05-18
개,치와와 믹스,대전광역시,대덕구,중리동 영진로얄@ 106동 주변,2019-05-19
개,푸들,대전광역시,중구,문창동 371-4번지 주변,2019-05-19
개,말티즈,대전광역시,중구,유천동 맥도날드 주변,2019-05-20
개,웰시코기,대전광역시,중구,오류동 190-18번지 주변,2019-05-20
개,미니핀,대전광역시,중구,태평동 264-25 나무쉼터 주변,2019-05-20
개,리트리버,대전광역시,중구,오류동 190-18번지 주변,2019-05-20
개,믹스,대전광역시,동구,신안동 동광장 주변,2019-05-20
개,믹스,대전광역시,동구,비룡동 철쭉농원 주변,2019-05-20
고양이,코리안숏헤어,대전광역시,동구,가양중학교 부근,2019-05-20
고양이,코리안숏헤어,대전광역시,대덕구,비래동 혜원유치원 주변,2019-05-20
개,달마시안,대전광역시,중구,돌다리로46번길 43 주변,2019-05-20
고양이,코리안숏헤어,대전광역시,중구,석교동 71-17번지 주변,2019-05-21
고양이,코리안숏헤어,대전광역시,중구,석교동 71-17번지 주변,2019-05-21
고양이,코리안숏헤어,대전광역시,중구,석교동 71-17번지 주변,2019-05-21
고양이,코리안숏헤어,대전광역시,중구,석교동 71-17번지 주변,2019-05-21
고양이,코리안숏헤어,대전광역시,중구,석교동 71-17번지 주변,2019-05-21
개,포메라이언,대전광역시,중구,목동 더샾@ 후문 주변,2019-05-21
고양이,코리안숏헤어,대전광역시,대덕구,오정동 가나아크릴 주변,2019-05-21
고양이,코리안숏헤어,대전광역시,대덕구,중리동 258-22번지 주변,2019-05-21
개,진도,대전광역시,대덕구,읍내동 현대@ 주변,2019-05-21
개,잉글리쉬 세터,대전광역시,서구,롯데백화점 인근,2019-05-14
개,프렌치불독,대전광역시,서구,유천초교 인근,2019-05-14
고양이,앙고라,대전광역시,서구,관저동 대자연@ 내,2019-05-14
개,프렌치불독,대전광역시,서구,용문 어린이공원 내,2019-05-14
고양이,코리안숏헤어,대전광역시,서구,관저동 신선마을@ 208 인근,2019-05-14
개,치와와,대전광역시,서구,동산@ 내,2019-05-15
개,말티즈,대전광역시,서구,월평주공 1단지@ 내,2019-05-15
고양이,코리안숏헤어,대전광역시,서구,가수원동 879 인근,2019-05-15
고양이,코리안숏헤어,대전광역시,서구,가수원동 은아@ 104 인근,2019-05-15
기타,닭,대전광역시,서구,둔산동 928 인근 공사장,2019-05-15
기타,토끼,대전광역시,서구,정림동 강변들보람@ 내,2019-05-16
개,믹스,대전광역시,서구,용문동 268-33 인근,2019-05-16
개,푸들,대전광역시,서구,대신고교 인근,2019-05-16
개,믹스,대전광역시,서구,가장동 27-17 인근,2019-05-16
고양이,코리안숏헤어,대전광역시,서구,갈마동 262-24 인근,2019-05-16
개,푸들,대전광역시,서구,월평동 다모아@ 내,2019-05-16
고양이,코리안숏헤어,대전광역시,서구,갈마동 395-22 인근,2019-05-17
고양이,코리안숏헤어,대전광역시,서구,둔산동 국화@ 내,2019-05-17
고양이,코리안숏헤어,대전광역시,서구,갈마동 1094 내,2019-05-17
고양이,코리안숏헤어,대전광역시,서구,관저동 하이마트 인근,2019-05-19
개,샤모에드,대전광역시,서구,갈마동 중문교회 인근,2019-05-19
개,요크셔테리어,대전광역시,서구,둔산동 수정타운@ 내,2019-05-19
고양이,페르시안,대전광역시,서구,둔산동 크로바@ 101동 인근,2019-05-20
고양이,코리안숏헤어,대전광역시,서구,월평동 25-19 인근,2019-05-20
고양이,벵갈,대전광역시,서구,갈마동 쌍용@ 인근,2019-05-20
고양이,샴,대전광역시,서구,괴정동 70-53 인근,2019-05-21
개,시바,대전광역시,서구,관저동 성당 인근,2019-05-20
개,믹스,대전광역시,서구,진달래@ 인근,2019-05-20
개,믹스,대전광역시,서구,진달래@ 인근,2019-05-20
고양이,러시안블루,대전광역시,유성구,유성홈플러스 인근,2019-05-14
고양이,코리안숏헤어,대전광역시,유성구,신성동 대림@ 상가 내,2019-05-14
개,보스턴테리어,대전광역시,유성구,구암동 우성@ 인근,2019-05-14
개,진도,대전광역시,유성구,구암역 인근 공사현장,2019-05-15
고양이,코리안숏헤어,대전광역시,유성구,북대전 IC 인근,2019-05-15
고양이,코리안숏헤어,대전광역시,유성구,전민동 461-35 인근,2019-05-17
고양이,코리안숏헤어,대전광역시,유성구,전민동 461-35 인근,2019-05-17
고양이,페르시안,대전광역시,유성구,유성구청 인근,2019-05-19
고양이,코리안숏헤어,대전광역시,유성구,한밭대학교 내,2019-05-19
고양이,코리안숏헤어,대전광역시,유성구,장대동 호남고속도로 위,2019-05-19
개,말티즈,대전광역시,유성구,노은동 열매마을 7단지@ 내,2019-05-19
고양이,코리안숏헤어,대전광역시,유성구,복용동 593-15 인근,2019-05-19
개,닥스훈트,대전광역시,유성구,구룡달전로 387 인근,2019-05-20
고양이,코리안숏헤어,대전광역시,유성구,도룡성당 내,2019-05-20
고양이,코리안숏헤어,대전광역시,유성구,도룡성당 내,2019-05-20
고양이,코리안숏헤어,대전광역시,유성구,도룡성당 내,2019-05-20
개,믹스,대전광역시,유성구,트리플시티 9단지@ 인근,2019-05-20
개,진도,대전광역시,유성구,송림마을 2단지 인근 공원,2019-05-20
고양이,코리안숏헤어,대전광역시,유성구,상대동 트리플시티 9단지@ 내,2019-05-21
고양이,코리안숏헤어,대전광역시,유성구,상대동 트리플시티 9단지@ 내,2019-05-21
고양이,코리안숏헤어,대전광역시,유성구,상대동 트리플시티 9단지@ 내,2019-05-21
고양이,코리안숏헤어,대전광역시,유성구,상대동 트리플시티 9단지@ 내,2019-05-21
고양이,코리안숏헤어,대전광역시,서구,내동 32-20 내,2019-05-21
고양이,코리안숏헤어,대전광역시,대덕구,석봉동 주민센터 주변,2019-05-21
고양이,코리안숏헤어,대전광역시,대덕구,비래동 방일해장국 주변,2019-05-21
고양이,코리안숏헤어,대전광역시,대덕구,비래동 방일해장국 주변,2019-05-21
개,포메라이언,대전광역시,대덕구,오정동 삼익양지마을@ 주변,2019-05-21
개,말티즈,대전광역시,대덕구,중리동 134-9번지 주변,2019-05-21
고양이,코리안숏헤어,대전광역시,중구,문창동 파크랜드 주변,2019-05-22
고양이,코리안숏헤어,대전광역시,대덕구,와동 와동주공@ 주변,2019-05-22
개,닥스훈트,대전광역시,중구,선화로 60-1번길 주변,2019-05-23
개,믹스,대전광역시,중구,대흥동 대전중학교 정문 주변,2019-05-23
고양이,코리안숏헤어,대전광역시,서구,월평동 한아름@ 내,2019-05-21
고양이,코리안숏헤어,대전광역시,서구,월평동 한아름@ 내,2019-05-21
고양이,코리안숏헤어,대전광역시,서구,월평동 한아름@ 내,2019-05-21
고양이,코리안숏헤어,대전광역시,서구,관저동 원앙마을 407 인근,2019-05-22
고양이,코리안숏헤어,대전광역시,서구,용문동 222-10 내,2019-05-22
개,말티즈,대전광역시,서구,배재대 네거리 인근,2019-05-23
고양이,코리안숏헤어,대전광역시,서구,갈마동 동산@ 내,2019-05-23
개,동경견,대전광역시,서구,배재대 내,2019-05-23
개,포메라이언,대전광역시,서구,가장네거리 인근,2019-05-23
개,말티즈,대전광역시,서구,월평성당 인근,2019-05-23
개,말티즈,대전광역시,서구,백운초등학교 인근,2019-05-23
개,푸들,대전광역시,서구,삼육초등학교 운동장,2019-05-23
개,푸들,대전광역시,서구,가수원네거리 인근,2019-05-23
개,치와와,대전광역시,서구,둔산동 샘머리@ 105 인근,2019-05-23
고양이,코리안숏헤어,대전광역시,서구,변동 20-18 인근,2019-05-23
고양이,코리안숏헤어,대전광역시,서구,내동중학교 내,2019-05-23
고양이,코리안숏헤어,대전광역시,서구,용문동 242-36 내,2019-05-23
고양이,코리안숏헤어,대전광역시,서구,용문동 순복음교회 인근,2019-05-23
개,말티즈,대전광역시,서구,마치광장 인근,2019-05-23
개,포메라이언,대전광역시,서구,가장동 래미안@ 내,2019-05-23
개,푸들,대전광역시,서구,도마동 서대전장로교회 주차장,2019-05-23
개,푸들,대전광역시,서구,용문동 580-9 내,2019-05-24
개,푸들,대전광역시,서구,용문동 590-8 인근,2019-05-24
개,말티즈,대전광역시,서구,용문동 280-75 지하 주차장,2019-05-24
개,말티즈,대전광역시,서구,용문동 280-75 지하 주차장,2019-05-24
개,푸들,대전광역시,서구,월평동 585 인근,2019-05-24
개,믹스,대전광역시,서구,신갈마로 127길 59-3 인근,2019-05-24
고양이,코리안숏헤어,대전광역시,유성구,대정동 드리움@ 상가 내,2019-05-22
고양이,코리안숏헤어,대전광역시,유성구,대정동 드리움@ 상가 내,2019-05-22
고양이,코리안숏헤어,대전광역시,유성구,대정동 드리움@ 상가 내,2019-05-22
고양이,코리안숏헤어,대전광역시,유성구,대정동 드리움@ 상가 내,2019-05-22
고양이,코리안숏헤어,대전광역시,유성구,대정동 드리움@ 상가 내,2019-05-22
고양이,코리안숏헤어,대전광역시,유성구,교촌동 624-9 빌딩 지하,2019-05-22
고양이,코리안숏헤어,대전광역시,유성구,교촌동 624-9 빌딩 지하,2019-05-22
고양이,코리안숏헤어,대전광역시,유성구,교촌동 624-9 빌딩 지하,2019-05-22
고양이,코리안숏헤어,대전광역시,유성구,교촌동 624-9 빌딩 지하,2019-05-22
개,포메라이언,대전광역시,유성구,유성시장 인근,2019-05-22
개,말티즈,대전광역시,유성구,학하동 수소충전소 인근,2019-05-22
개,말티즈,대전광역시,유성구,진잠향교 인근,2019-05-22
개,말티즈,대전광역시,유성구,진잠향교 인근,2019-05-22
개,말티즈,대전광역시,유성구,진잠향교 인근,2019-05-22
개,말티즈,대전광역시,유성구,노은농수산 시장 내,2019-05-23
개,리트리버,대전광역시,유성구,교촌동 410-10 인근,2019-05-23
개,진도,대전광역시,유성구,교촌동 410-10 인근,2019-05-23
개,진도 믹스,대전광역시,유성구,교촌동 410-10 인근,2019-05-23
개,진도 믹스,대전광역시,유성구,교촌동 410-10 인근,2019-05-23
개,진도 믹스,대전광역시,유성구,교촌동 410-10 인근,2019-05-23
개,믹스,대전광역시,유성구,장대동 길산골프 인근 공원,2019-05-23
개,믹스,대전광역시,유성구,장대동 길산골프 인근 공원,2019-05-23
고양이,코리안숏헤어,대전광역시,유성구,관평동 1236 내,2019-05-23
개,리트리버,대전광역시,유성구,탑립동 434 인근,2019-05-22
고양이,코리안숏헤어,대전광역시,유성구,궁동오거리 공사현장,2019-05-22
개,케리블루테리어,대전광역시,유성구,유성우체국 인근,2019-05-24
개,믹스,대전광역시,유성구,외삼동 129 인근,2019-05-23
개,믹스,대전광역시,유성구,외삼동 129 인근,2019-05-23
개,믹스,대전광역시,유성구,복용동 600-6 인근,2019-05-24
고양이,코리안숏헤어,대전광역시,동구,우송중학교 부근,2019-05-22
고양이,코리안숏헤어,대전광역시,동구,우송중학교 부근,2019-05-22
고양이,코리안숏헤어,대전광역시,동구,우송중학교 부근,2019-05-22
고양이,코리안숏헤어,대전광역시,동구,우송중학교 부근,2019-05-22
고양이,코리안숏헤어,대전광역시,동구,낭월동 이편한세상 놀이터 부근,2019-05-22
개,슈나우져,대전광역시,동구,대전대학교 부근,2019-05-23
개,프렌치불독,대전광역시,동구,천동 휴먼시아@ 부근,2019-05-23
개,프렌치불독,대전광역시,동구,천동 휴먼시아@ 부근,2019-05-23
개,미니핀,대전광역시,중구,태평동 373-1번지 주변,2019-05-23
개,시츄,대전광역시,중구,목동 학생교육문화원 주변,2019-05-23
개,말티즈,대전광역시,중구,계백로 1603-66 주변,2019-05-24
개,말티즈,대전광역시,중구,충무로 10번길 주변,2019-05-24
개,시바,대전광역시,중구,목동 240-20번지 주변,2019-05-24
개,진도,대전광역시,중구,목동 금호한사랑@ 107동 주변,2019-05-24
개,진도,대전광역시,대덕구,오정동 327-2번지 중앙그린셔터 주변,2019-05-24
개,믹스,대전광역시,동구,천동 이편한@ 부근,2019-05-24
고양이,코리안숏헤어,대전광역시,동구,대전대학교 부근,2019-05-24
고양이,코리안숏헤어,대전광역시,동구,용전동 신동아@ 부근,2019-05-24
고양이,코리안숏헤어,대전광역시,동구,판암동 주공@ 부근,2019-05-24
개,리트리버,대전광역시,동구,가오동 신한은행 부근,2019-05-24
고양이,코리안숏헤어,대전광역시,동구,우송대학교 부근,2019-05-24
고양이,코리안숏헤어,대전광역시,동구,가오동 식장산 부근,2019-05-25
고양이,코리안숏헤어,대전광역시,동구,가오동 식장산 부근,2019-05-25
고양이,코리안숏헤어,대전광역시,동구,가오동 식장산 부근,2019-05-25
고양이,코리안숏헤어,대전광역시,동구,가오동 식장산 부근,2019-05-25
고양이,코리안숏헤어,대전광역시,동구,가오동 식장산 부근,2019-05-25
고양이,코리안숏헤어,대전광역시,동구,가오동 식장산 부근,2019-05-25
개,믹스,대전광역시,대덕구,삼정동 241-1번지 주변,2019-05-24
고양이,코리안숏헤어,대전광역시,대덕구,오정동 740-11번지 주변,2019-05-25
개,믹스,대전광역시,대덕구,오정동 한남대 소망관 주변,2019-05-25
개,진도,대전광역시,대덕구,읍내동 대전충남 정비사업소 주변,2019-05-25
개,진도,대전광역시,중구,석교동 93-12번지 주변,2019-05-25
개,진도,대전광역시,중구,석교동 93-12번지 주변,2019-05-25
고양이,코리안숏헤어,대전광역시,중구,중촌동 중촌파출소 주변,2019-05-26
고양이,코리안숏헤어,대전광역시,중구,산성동 109-40번지 주변,2019-05-26
고양이,코리안숏헤어,대전광역시,중구,산성동 109-40번지 주변,2019-05-26
고양이,코리안숏헤어,대전광역시,중구,산성동 109-40번지 주변,2019-05-26
고양이,코리안숏헤어,대전광역시,중구,산성동 109-40번지 주변,2019-05-26
고양이,코리안숏헤어,대전광역시,중구,문화동 669-45번지 주변,2019-05-27
고양이,코리안숏헤어,대전광역시,중구,문화동 669-45번지 주변,2019-05-27
개,허스키,대전광역시,중구,문화동 보성초등학교 주변,2019-05-27
고양이,코리안숏헤어,대전광역시,중구,선화동 339-55 혜관연립 주변,2019-05-27
개,말티즈,대전광역시,대덕구,장동 삼림욕장 입구 주변,2019-05-26
고양이,코리안숏헤어,대전광역시,대덕구,송촌동 송촌도서관 주변,2019-05-26
고양이,코리안숏헤어,대전광역시,중구,선화로81번길 19 주변,2019-05-27
개,푸들,대전광역시,중구,석교동 227-6번지 주변,2019-05-28
개,치와와,대전광역시,대덕구,오정동 신동아@ 정문 주변,2019-05-27
개,진도,대전광역시,동구,가오동 새봄요양병원 부근,2019-05-26
고양이,코리안숏헤어,대전광역시,동구,가양중학교 부근,2019-05-27
개,믹스,대전광역시,동구,소제동 동문교회부근,2019-05-27
개,말티즈,대전광역시,유성구,원신흥동 주민센터 인근,2019-05-24
개,말티즈,대전광역시,유성구,죽동 하늘정원교회 내,2019-05-25
개,비숑프리제,대전광역시,유성구,전민네거리 인근,2019-05-25
고양이,코리안숏헤어,대전광역시,유성구,도룡동 현대@ 내,2019-05-26
고양이,코리안숏헤어,대전광역시,유성구,지족동 889-7 내,2019-05-26
개,말티즈,대전광역시,유성구,갑동 만나식당 인근,2019-05-26
개,포메라이언,대전광역시,유성구,대전체고 인근,2019-05-26
개,푸들,대전광역시,유성구,구암동 594-17 인근,2019-05-27
고양이,코리안숏헤어,대전광역시,유성구,노은서로142번길 3 내,2019-05-27
고양이,코리안숏헤어,대전광역시,유성구,노은서로142번길 3 내,2019-05-27
개,믹스,대전광역시,유성구,노은3지구 1단지@ 지하주차장,2019-05-27
고양이,코리안숏헤어,대전광역시,유성구,유성대로757-5 내(장대동),2019-05-28
개,샤페이,대전광역시,유성구,신성동 애경연구원 인근,2019-05-28
고양이,페르시안,대전광역시,유성구,갑동 389-10 인근,2019-05-28
고양이,페르시안,대전광역시,유성구,갑동 389-10 인근,2019-05-28
고양이,페르시안,대전광역시,유성구,갑동 389-10 인근,2019-05-28
개,푸들,대전광역시,동구,가양네거리 부근,2019-05-27
개,믹스,대전광역시,동구,신흥동 신흥사 절 주변,2019-05-28
개,시츄,대전광역시,중구,대사동 한밭수영장 주변,2019-05-29
고양이,코리안숏헤어,대전광역시,중구,태평동 332-19 명성복돼지 주변,2019-05-29
고양이,코리안숏헤어,대전광역시,대덕구,대화동 43-11번지 대성공업사 주변,2019-05-28
고양이,코리안숏헤어,대전광역시,대덕구,대화동 43-11번지 대성공업사 주변,2019-05-28
고양이,코리안숏헤어,대전광역시,대덕구,대화동 43-11번지 대성공업사 주변,2019-05-28
고양이,코리안숏헤어,대전광역시,대덕구,대화동 43-11번지 대성공업사 주변,2019-05-28
고양이,코리안숏헤어,대전광역시,대덕구,대화동 43-11번지 대성공업사 주변,2019-05-28
개,포메라이언,대전광역시,대덕구,중리동 증산도 주변,2019-05-28
고양이,코리안숏헤어,대전광역시,중구,목동 363-3번지 주변,2019-05-29
개,믹스,대전광역시,중구,은행동 중교다리 주변,2019-05-30
개,믹스,대전광역시,중구,오류동 184-61번지 주변,2019-05-30
개,풍산,대전광역시,중구,태평동 수침교 주변,2019-05-30
고양이,코리안숏헤어,대전광역시,대덕구,송촌동 웰리스병원 주변,2019-05-29
개,푸들,대전광역시,대덕구,신탄진동 157-11번지 주변,2019-05-30
고양이,코리안숏헤어,대전광역시,동구,자양동 국제교육센터 주변,2019-05-28
고양이,코리안숏헤어,대전광역시,중구,문창동 10-19번지 주변,2019-05-30
개,진도 믹스,대전광역시,중구,석교동 135-1 천석교 주변,2019-05-30
고양이,코리안숏헤어,대전광역시,대덕구,와동 327-3번지 주변,2019-05-30
개,말티즈,대전광역시,대덕구,신탄진동 169-29번지 주변,2019-05-31
고양이,코리안숏헤어,대전광역시,대덕구,덕암동 64-11번지 주변,2019-05-30
고양이,코리안숏헤어,대전광역시,대덕구,오정동 82-21번지 주변,2019-05-30
개,믹스,대전광역시,동구,효동 현대@ 주변,2019-05-30
개,말티즈,대전광역시,서구,남선공원 주차장 인근,2019-05-24
개,말티즈,대전광역시,서구,변동 수정재 인근,2019-05-25
고양이,코리안숏헤어,대전광역시,서구,괴정동 61-16 내,2019-05-25
고양이,코리안숏헤어,대전광역시,서구,대덕대로22번길 5918 내,2019-05-25
개,푸들,대전광역시,서구,정림삼거리 인근,2019-05-25
고양이,코리안숏헤어,대전광역시,서구,도마지구대 인근,2019-05-25
고양이,코리안숏헤어,대전광역시,서구,도마동 168-14 내,2019-05-26
고양이,코리안숏헤어,대전광역시,서구,도마동 40-22 내,2019-05-26
개,푸들,대전광역시,서구,도마지구대 인근,2019-05-26
개,말티즈,대전광역시,서구,가수원초교 인근,2019-05-26
개,말티즈,대전광역시,서구,신갈마로127길 59-3 인근,2019-05-26
고양이,러시안블루,대전광역시,서구,정림초교 인근,2019-05-27
개,푸들,대전광역시,서구,월평주공@ 101동 내,2019-05-27
개,믹스,대전광역시,서구,월평주공@ 101동 내,2019-05-27
고양이,코리안숏헤어,대전광역시,서구,만년동 33 인근,2019-05-27
개,믹스,대전광역시,서구,도마동 89-27 인근,2019-05-27
개,웰시코기,대전광역시,서구,내동 맑은아침@ 108 인근,2019-05-28
고양이,코리안숏헤어,대전광역시,서구,둔산동 둥지@ 인근,2019-05-28
고양이,코리안숏헤어,대전광역시,서구,둔산동 둥지@ 인근,2019-05-28
고양이,코리안숏헤어,대전광역시,서구,정림동 서남부주유소 내,2019-05-28
고양이,앙고라,대전광역시,서구,둔산동 향촌@ 인근,2019-05-28
고양이,페르시안,대전광역시,서구,갈마동 345-19 인근,2019-05-28
고양이,코리안숏헤어,대전광역시,서구,괴정네거리 인근,2019-05-28
고양이,코리안숏헤어,대전광역시,서구,괴정네거리 인근,2019-05-28
고양이,코리안숏헤어,대전광역시,서구,괴정네거리 인근,2019-05-28
개,프렌치불독,대전광역시,서구,남선공원네거리 인근,2019-05-28
개,포메라이언,대전광역시,서구,관저동 천년나무@ 인근,2019-05-29
개,말티즈,대전광역시,서구,도마동 120-21 인근,2019-05-29
개,보스턴테리어,대전광역시,서구,용문동 230-3 인근,2019-05-29
고양이,코리안숏헤어,대전광역시,서구,갈마@ 내,2019-05-30
고양이,코리안숏헤어,대전광역시,서구,내동 37-12 내,2019-05-30
개,프렌치불독,대전광역시,서구,괴정네거리 인근,2019-05-30
고양이,코리안숏헤어,대전광역시,서구,탄방동 한양공작@ 내,2019-05-31
개,믹스,대전광역시,서구,도마네거리 인근,2019-05-31
고양이,코리안숏헤어,대전광역시,서구,갈마동 328-23 내,2019-05-31
고양이,스코티쉬폴드,대전광역시,서구,갈마동 1423 내,2019-05-31
개,말티즈,대전광역시,유성구,원내동 농협 인근,2019-05-28
개,말티즈,대전광역시,유성구,테크노2로 252-2 내,2019-05-29
개,말티즈,대전광역시,유성구,테크노2로 252-2 내,2019-05-29
개,믹스,대전광역시,유성구,외삼동 129 인근,2019-05-29
개,포메라이언,대전광역시,유성구,유성고교 인근,2019-05-29
개,진도,대전광역시,유성구,하기동 132 인근,2019-05-29
개,말티즈,대전광역시,유성구,송강프라자 인근,2019-05-29
