종류,품종,시도,시군구,발생장소,구조일자
개,풍산개,대전광역시,동구,용전동 중부고속주유소 주변,2017-01-01
고양이,코리안숏헤어,대전광역시,중구,산성동 134-1번지 주변,2017-01-02
개,푸들,대전광역시,서구,도마동 양지타운@ 3동 인근,2017-01-01
개,푸들,대전광역시,서구,용문동 로랜드빌 인근,2017-01-01
개,시츄,대전광역시,서구,갈마지구대 인근,2017-01-01
고양이,코리안숏헤어,대전광역시,서구,괴정주유소 인근,2017-01-01
개,삽살개,대전광역시,서구,둔산동 한신@ 내,2017-01-01
기타,닭,대전광역시,서구,혜천대 운동장,2017-01-01
기타,고슴도치,대전광역시,서구,도마동 효성타운@ 상가 내,2017-01-02
고양이,코리안숏헤어,대전광역시,서구,성심요양병원 내,2017-01-02
개,포메라이언,대전광역시,동구,자양동 동아@ 주변,2017-01-02
개,믹스,대전광역시,동구,세천동 세종골 주변,2017-01-02
개,믹스,대전광역시,동구,세천동 세종골 주변,2017-01-02
개,푸들,대전광역시,유성구,갑동 동양애견 인근,2017-01-01
개,시츄,대전광역시,유성구,봉산동 휴먼시아@ 내,2017-01-01
개,비글,대전광역시,유성구,장대동 인근,2017-01-01
개,진도,대전광역시,유성구,한밭대 정문 인근,2017-01-01
개,진도,대전광역시,유성구,송강동 49-5 인근,2017-01-01
고양이,러시안블루,대전광역시,유성구,원내동 313-2 내,2017-01-01
개,스피츠,대전광역시,유성구,유성IC주유소 내,2017-01-01
개,마리노이즈,대전광역시,유성구,봉산동 휴먼시아@ 내,2017-01-02
개,푸들 믹스,대전광역시,유성구,동물보호센터 인근,2017-01-02
개,말티즈,대전광역시,대덕구,오정동 한몸교회 주변,2017-01-02
고양이,코리안숏헤어,대전광역시,서구,문정초교 운동장,2017-01-01
개,믹스,대전광역시,중구,태평동 파라곤@ 주변,2017-01-03
고양이,코리안숏헤어,대전광역시,대덕구,덕암동 48-16번지 주변,2017-01-02
개,진도,대전광역시,대덕구,오정동 78-3번지 주변,2017-01-04
개,푸들,대전광역시,서구,월평주공1단지 내,2017-01-02
개,진도,대전광역시,서구,서우@2단지 인근 로상,2017-01-03
고양이,앙고라,대전광역시,서구,경성큰마을 정문 인근,2017-01-03
고양이,코리안숏헤어,대전광역시,서구,"동서대로 997번길 56, 2층",2017-01-03
고양이,코리안숏헤어,대전광역시,서구,내동초등학교 인근,2017-01-03
개,진도,대전광역시,유성구,봉산동 206-7번지 인근,2017-01-02
고양이,코리안숏헤어,대전광역시,유성구,관평동 계백갈비식당 내,2017-01-03
개,말티즈,대전광역시,유성구,송강마을@ 2단지 내,2017-01-03
고양이,코리안숏헤어,대전광역시,유성구,리원식당 인근,2017-01-03
개,진도,대전광역시,유성구,가스기술공사 내,2017-01-04
개,비글,대전광역시,유성구,유성경찰서 인근,2017-01-04
개,푸들,대전광역시,대덕구,대화동 두레@ 주변,2017-01-05
개,닥스훈트,대전광역시,대덕구,상서동 295-5번지 세보에너지 주변,2017-01-05
개,시츄,대전광역시,동구,용전초등학교 주변,2017-01-05
개,믹스,대전광역시,서구,괴곡동 평강교회 내,2017-01-05
개,푸들,대전광역시,유성구,유성홈플러스 인근,2017-01-04
고양이,코리안숏헤어,대전광역시,유성구,원내동 병천순대 인근,2017-01-04
개,믹스,대전광역시,유성구,월드컵경기장역 인근,2017-01-05
개,믹스,대전광역시,유성구,노은동수산시장 서문 인근,2017-01-05
개,스피츠,대전광역시,중구,사정동 442-5번지 주변,2017-01-06
개,믹스,대전광역시,대덕구,중리동 중리네거리 주변,2017-01-05
고양이,코리안숏헤어,대전광역시,대덕구,중리동 증산도 주변,2017-01-06
고양이,샴,대전광역시,동구,자양동 우송대 솔펫동물병원 주변,2017-01-05
개,진도,대전광역시,동구,판암동 하나은행 주변,2017-01-05
개,말티즈,대전광역시,중구,목동 한사랑금호@ 주변,2017-01-06
개,보스턴테리어 믹스,대전광역시,중구,중촌동 주공2단지 주변,2017-01-06
개,진도,대전광역시,서구,월평타운아파트 인근,2017-01-06
고양이,코리안숏헤어,대전광역시,유성구,장대동 282-4번지 인근,2017-01-06
개,미니핀,대전광역시,유성구,용산동 406-7번지 인근,2017-01-08
개,푸들,대전광역시,유성구,카이스트 인근 천변,2017-01-08
개,비글,대전광역시,대덕구,중리네거리 주변,2017-01-07
개,불독,대전광역시,중구,문화동 한밭도서관 주변,2017-01-07
개,불독,대전광역시,중구,문화동 한밭도서관 주변,2017-01-07
개,푸들,대전광역시,동구,새천공원 주변,2017-01-07
개,포메라이언,대전광역시,동구,세천공원 주변,2017-01-07
개,휘펫,대전광역시,대덕구,신탄진동 대원세차장 주변,2017-01-09
개,말티즈,대전광역시,중구,옥계동 8-10번지 주변,2017-01-09
개,푸들,대전광역시,대덕구,중리동 231-1번지 주변,2017-01-09
개,푸들,대전광역시,동구,판암동 231-1번지 주변,2017-01-07
고양이,코리안숏헤어,대전광역시,서구,갈마지구대 주차장,2017-01-05
개,진도,대전광역시,서구,갈마도서관 인근,2017-01-09
고양이,아비시니안,대전광역시,서구,원앙마을@ 2단지 내,2017-01-09
개,코카스파니엘 믹스,대전광역시,서구,월평동 황실타운@ 인근,2017-01-10
개,푸들,대전광역시,서구,버드네중학교 인근,2017-01-10
개,말티즈,대전광역시,서구,용문동 276-21번지 내,2017-01-10
고양이,코리안숏헤어,대전광역시,서구,괴정동 문화슈퍼 인근,2017-01-11
고양이,코리안숏헤어,대전광역시,서구,도마동 양지타운@ 인근,2017-01-11
개,진도,대전광역시,유성구,지족초등학교 인근,2017-01-10
개,리트리버 믹스,대전광역시,유성구,유성시외터미널 인근,2017-01-10
고양이,코리안숏헤어,대전광역시,유성구,지족동 866-13번지 내,2017-01-10
개,믹스,대전광역시,유성구,송강동 청솔@ 104 인근,2017-01-10
개,슈나우져,대전광역시,중구,문화동 충대병원 관제센터 주변,2017-01-10
개,푸들,대전광역시,중구,석교동 10-17번지 주변,2017-01-11
개,포메라이언,대전광역시,대덕구,석봉동 770번지 주변,2017-01-10
고양이,코리안숏헤어,대전광역시,대덕구,오정동 318-16번지 맛나순대 주변,2017-01-10
개,믹스,대전광역시,동구,삼성동 한밭중학교 주변,2017-01-10
개,믹스,대전광역시,동구,대전로 473 주변,2017-01-11
개,믹스,대전광역시,동구,삼성동 중부소방서 주변,2017-01-11
고양이,코리안숏헤어,대전광역시,중구,문화동 충대병원 후문 주변,2017-01-11
개,믹스,대전광역시,동구,판암동 주공4단지 주변,2017-01-09
고양이,코리안숏헤어,대전광역시,유성구,원내동 313-2번지 인근,2017-01-11
개,페키니즈,대전광역시,유성구,용계동 78-17번지 인근,2017-01-12
개,말티즈,대전광역시,유성구,장동 선박해양플랜트연구소 내,2017-01-12
개,시츄 믹스,대전광역시,유성구,장동 선박해양플랜트연구소 내,2017-01-12
개,믹스,대전광역시,유성구,장동 선박해양플랜트연구소 내,2017-01-12
고양이,코리안숏헤어,대전광역시,중구,중촌동 주공2단지 주변,2017-01-12
고양이,코리안숏헤어,대전광역시,중구,중촌동 주공2단지 주변,2017-01-12
개,믹스,대전광역시,대덕구,오정동 658-6번지 주변,2017-01-13
개,말티즈,대전광역시,동구,홍도동 홍도치안센터 주변,2017-01-13
개,말티즈,대전광역시,유성구,유성동양 인근,2017-01-12
개,믹스,대전광역시,유성구,모다아울렛 인근,2017-01-12
개,허스키,대전광역시,동구,자양동 우송중학교 주변,2017-01-13
개,푸들,대전광역시,서구,둔원고등학교 인근,2017-01-12
개,진도,대전광역시,서구,내동 20-27번지 인근,2017-01-13
개,진도,대전광역시,서구,경성스포츠 인근,2017-01-13
개,믹스,대전광역시,서구,시온보육원 인근,2017-01-14
개,스피츠,대전광역시,서구,경남아파트 110동 인근,2017-01-14
고양이,코리안숏헤어,대전광역시,유성구,준퍼니쳐 가계앞 로상,2017-01-12
기타,토끼,대전광역시,유성구,장대동 명성빌라 내,2017-01-13
개,시츄,대전광역시,유성구,송강중학교 운동장,2017-01-14
개,말티즈,대전광역시,대덕구,석봉동 등마루@ 주변,2017-01-14
개,푸들,대전광역시,동구,가양동 보건전문대 주변,2017-01-14
개,진도,대전광역시,동구,성남동 가양치안센터 주변,2017-01-14
개,포메라이언 믹스,대전광역시,동구,삼성동 한밭자이@ 주변,2017-01-15
개,믹스,대전광역시,중구,대사동 천인보살 주변,2017-01-14
개,믹스,대전광역시,중구,대사동 천인보살 주변,2017-01-14
개,믹스,대전광역시,중구,대사동 천인보살 주변,2017-01-14
개,믹스,대전광역시,중구,대사동 천인보살 주변,2017-01-14
개,믹스,대전광역시,중구,대사동 천인보살 주변,2017-01-14
개,믹스,대전광역시,중구,대사동 천인보살 주변,2017-01-14
개,요크셔테리어,대전광역시,중구,태평동 유등마을@ 주변,2017-01-14
개,말티즈,대전광역시,중구,중촌동 현대@ 102동 주변,2017-01-14
개,진도,대전광역시,중구,중촌동 주공1단지@ 주변,2017-01-15
개,요크셔테리어,대전광역시,서구,갈마동 345-6번지 인근,2017-01-15
개,진도,대전광역시,서구,용문동 251-1번지 인근,2017-01-15
개,말티즈,대전광역시,유성구,송강동 청솔@ 인근,2017-01-15
고양이,코리안숏헤어,대전광역시,대덕구,목상동 현대@ 주변,2017-01-16
개,푸들,대전광역시,대덕구,중리동 그린마트 주변,2017-01-16
개,치와와,대전광역시,동구,우송대 주변,2017-01-16
개,보스턴테리어,대전광역시,대덕구,읍내동 동원약품 주변,2017-01-16
개,푸들,대전광역시,대덕구,법동 삼호@ 1동 주변,2017-01-17
개,치와와,대전광역시,서구,도안동 우미린@ 내,2017-01-16
개,푸들,대전광역시,서구,서대전컨벤션 인근,2017-01-16
개,말티즈,대전광역시,서구,월평주공@ 3단지 내,2017-01-16
개,푸들,대전광역시,서구,한민시장 인근,2017-01-16
개,진도,대전광역시,유성구,카이스트 내,2017-01-15
개,진도,대전광역시,유성구,용계동 가스보관소 인근,2017-01-16
개,웰시코기,대전광역시,유성구,신성동사거리 인근,2017-01-16
개,스피츠,대전광역시,유성구,관평동 롯데마트 인근,2017-01-16
고양이,스코티쉬폴드,대전광역시,유성구,노은동 은구비공원 인근,2017-01-16
개,치와와,대전광역시,유성구,엑스포@ 1단지 내,2017-01-17
개,치와와,대전광역시,유성구,애경연구원 인근,2017-01-17
개,믹스,대전광역시,유성구,진잠초교 뒷산,2017-01-17
개,푸들,대전광역시,유성구,진잠교 인근,2017-01-17
개,말티즈,대전광역시,유성구,구암동 602-11 인근,2017-01-17
고양이,코리안숏헤어,대전광역시,동구,홍도동 시영@ 주변,2017-01-17
개,포메라이언,대전광역시,서구,탄방동 전자타운 인근,2017-01-17
개,시츄,대전광역시,서구,도마시장 인근,2017-01-17
개,믹스,대전광역시,서구,도마동 176-35번지 지하,2017-01-18
개,푸들 믹스,대전광역시,유성구,송강재래시장 인근,2017-01-17
개,비글,대전광역시,유성구,장대동 228-7번지 인근,2017-01-18
개,슈나우져,대전광역시,중구,부사동 152-22번지 주변,2017-01-17
개,믹스,대전광역시,중구,문화동 서대전체육공원 주변,2017-01-18
개,믹스,대전광역시,중구,문창동 럭셔리모텔 주변,2017-01-18
개,보스턴테리어,대전광역시,동구,정동 구)대한통운 주변,2017-01-18
개,진도,대전광역시,대덕구,읍내동 동아인테리어 주변,2017-01-19
개,믹스,대전광역시,대덕구,법동 영진로얄@ 주변,2017-01-19
개,진도,대전광역시,대덕구,읍내동 동아인테리어 주변,2017-01-19
개,미니핀,대전광역시,동구,자양동 우송대 동캠퍼스 주변,2017-01-18
고양이,코리안숏헤어,대전광역시,동구,판암동 563-5번지 주변,2017-01-18
고양이,코리안숏헤어,대전광역시,서구,탄방동 71-19번지 내,2017-01-18
개,코카스파니엘,대전광역시,중구,목동 목양마을@ 주변,2017-01-19
개,스피츠,대전광역시,중구,태평동 버드내초등학교 주변,2017-01-19
개,포메라이언,대전광역시,동구,신촌동 415-4번지 꽃님이가든 주변,2017-01-19
개,푸들,대전광역시,동구,원동 중앙시장 주변,2017-01-20
고양이,코리안숏헤어,대전광역시,대덕구,오정동 대전닥트 주변,2017-01-19
개,피레니즈,대전광역시,동구,신촌동 팡시온 주변,2017-01-20
고양이,코리안숏헤어,대전광역시,서구,관저동 느리울@ 1307 인근,2017-01-19
개,스피츠,대전광역시,서구,갈마동 쌍용@ 4동 인근,2017-01-20
개,푸들,대전광역시,서구,세이브존 인근,2017-01-20
개,믹스,대전광역시,서구,둔산동 그린브라우니 인근,2017-01-20
개,푸들,대전광역시,서구,갈마2동사무소 인근,2017-01-20
기타,토끼,대전광역시,유성구,죽동 715-3번지 인근,2017-01-19
개,믹스,대전광역시,유성구,대전외국인학교 인근,2017-01-20
개,말티즈,대전광역시,유성구,엑스포@ 1단지 인근 테니스장 내,2017-01-20
개,말티즈,대전광역시,유성구,엑스포@ 1단지 인근 테니스장 내,2017-01-20
개,푸들,대전광역시,유성구,작은내수변공원 인근,2017-01-21
개,푸들,대전광역시,서구,월평동 568번지 인근,2017-01-21
고양이,코리안숏헤어,대전광역시,서구,겔러리아 옥외주차장 인근,2017-01-21
개,진도,대전광역시,유성구,관평동 506번지 인근,2017-01-21
개,진도,대전광역시,유성구,한솔아파트 내,2017-01-21
개,진도,대전광역시,유성구,한솔아파트 내,2017-01-21
개,믹스,대전광역시,동구,인동 어진식당 주변,2017-01-20
개,믹스,대전광역시,동구,삼성동 한방병원 주변,2017-01-22
개,포메라이언,대전광역시,중구,유천동 현대@ 주변,2017-01-22
개,시츄,대전광역시,대덕구,법동 주공@ 3단지 주변,2017-01-22
개,포메라이언,대전광역시,대덕구,오정동 드림빌라 주변,2017-01-22
개,믹스,대전광역시,대덕구,중리동 207-11 주변,2017-01-23
고양이,코리안숏헤어,대전광역시,동구,인동 모닝빌라 주변,2017-01-23
개,푸들,대전광역시,동구,대별동 284-1 주변,2017-01-23
고양이,페르시안,대전광역시,동구,구도동 더킴스팜 주변,2017-01-23
개,포메라이언,대전광역시,유성구,송정동 사랑의집 인근,2017-01-22
개,포메라이언,대전광역시,유성구,송정동 사랑의집 인근,2017-01-22
개,믹스,대전광역시,서구,크로바@ 108인근,2017-01-21
개,요크셔테리어,대전광역시,서구,녹원@ 내,2017-01-21
개,믹스,대전광역시,서구,복수초교 인근,2017-01-22
개,말티즈,대전광역시,서구,정리동 우성@ 인근 로상,2017-01-22
개,리트리버,대전광역시,서구,내동 한빛교회 인근,2017-01-23
고양이,코리안숏헤어,대전광역시,서구,혜천대 경천관 인근 로상,2017-01-23
개,푸들,대전광역시,중구,석교치안센터 주변,2017-01-23
개,믹스,대전광역시,동구,성남동 스마트뷰@ 주변,2017-01-23
개,슈나우져,대전광역시,동구,용전동 싸이버모텔 주변,2017-01-23
개,진도,대전광역시,동구,소제동 219-39번지 주변,2017-01-23
개,요크셔테리어,대전광역시,동구,용전동 맛나순대 주변,2017-01-24
고양이,페르시안,대전광역시,서구,괴정동 48-36 인근,2017-01-23
개,믹스,대전광역시,동구,낭월동 80-5 주변,2017-01-25
개,진도,대전광역시,동구,용전동 홈플러스 7층 주차장 주변,2017-01-25
개,포메라이언,대전광역시,중구,목동 올리브힐@ 주변,2017-01-25
개,푸들,대전광역시,대덕구,석봉동 금강엑슬루@ 주변,2017-01-26
고양이,코리안숏헤어,대전광역시,동구,가양동 동대전초등학교 주변,2017-01-25
고양이,러시안블루,대전광역시,동구,자양동 139-10번지 주변,2017-01-26
개,시츄,대전광역시,동구,가양동 149-49번지 주변,2017-01-26
개,푸들,대전광역시,중구,호동 호동빌라 주변,2017-01-26
개,슈나우져,대전광역시,동구,가양동 신도맨션@ 5동 주변,2017-01-27
개,믹스,대전광역시,동구,용전동 용전중학교 주변,2017-01-27
개,믹스,대전광역시,동구,용전동 용전중학교 주변,2017-01-27
고양이,코리안숏헤어,대전광역시,동구,성남동 한국병원 주변,2017-01-28
기타,칠면조,대전광역시,동구,천동 118-3번지 주변,2017-01-29
개,믹스,대전광역시,중구,문화동 187-10번지 주변,2017-01-27
개,믹스,대전광역시,동구,가양동 제일교회 주변,2017-01-30
고양이,코리안숏헤어,대전광역시,동구,용전동 도레미노래방 주변,2017-01-30
고양이,코리안숏헤어,대전광역시,동구,용전동 도레미노래방 주변,2017-01-30
고양이,아메리칸숏헤어,대전광역시,중구,대흥동 중부동물병원 주변,2017-01-30
고양이,앙고라,대전광역시,중구,태평동 쌍용예가@ 주변,2017-01-31
개,푸들,대전광역시,대덕구,송촌동 사명빌라 주변,2017-01-31
개,푸들,대전광역시,대덕구,송촌동 사명빌라 주변,2017-01-31
개,푸들,대전광역시,대덕구,송촌동 사명빌라 주변,2017-01-31
개,리트리버,대전광역시,대덕구,법동 삼정하이츠 주변,2017-01-31
기타,햄스터,대전광역시,동구,대동 롯데마트 주변,2017-01-30
기타,햄스터,대전광역시,동구,대동 롯데마트 주변,2017-01-30
기타,햄스터,대전광역시,동구,대동 롯데마트 주변,2017-01-30
기타,햄스터,대전광역시,동구,대동 롯데마트 주변,2017-01-30
기타,햄스터,대전광역시,동구,대동 롯데마트 주변,2017-01-30
개,믹스,대전광역시,서구,신갈마로181번길 50 인근,2017-01-24
개,말티즈,대전광역시,서구,남선공원 주차장,2017-01-24
개,푸들,대전광역시,서구,괴정동 공영주차장 내,2017-01-25
개,말티즈,대전광역시,서구,갤러리아 옥외주차장 인근,2017-01-25
개,말티즈,대전광역시,서구,갈마동 러브펫동물병원 인근,2017-01-26
개,진도,대전광역시,서구,괴정동 신진상가 인근,2017-01-26
개,믹스,대전광역시,서구,정림동 수지초교 인근,2017-01-26
개,리트리버 믹스,대전광역시,서구,괴곡동 새터마을 인근,2017-01-28
개,진도,대전광역시,서구,오동 버스정류장 인근,2017-01-29
고양이,코리안숏헤어,대전광역시,서구,가수원동 773-17 인근,2017-01-30
개,진도,대전광역시,서구,용문네거리 인근,2017-01-30
개,스피츠,대전광역시,서구,괴정동 서대전전화국 인근,2017-01-31
개,말티즈,대전광역시,서구,갈마육교 인근,2017-01-31
개,진도,대전광역시,유성구,죽동 유성경찰서 인근,2017-01-24
고양이,코리안숏헤어,대전광역시,유성구,노은동 534-18 지하,2017-01-24
개,푸들,대전광역시,유성구,국방과학연구소 인근,2017-01-24
개,말티즈,대전광역시,유성구,국방과학연구소 인근,2017-01-24
개,말티즈,대전광역시,유성구,열매마을@ 10단지 인근,2017-01-25
개,말티즈,대전광역시,유성구,궁동 461-11 인근,2017-01-28
개,믹스,대전광역시,유성구,봉명동 유성컨벤션 인근,2017-01-28
고양이,코리안숏헤어,대전광역시,유성구,온천2동사무소 인근,2017-01-30
개,말티즈,대전광역시,유성구,반석역 6번출구 인근,2017-01-31
개,리트리버,대전광역시,서구,가장동 33-2 인근,2017-01-31
개,아프간하운드,대전광역시,서구,복수동 초록마을@ 1-2단지 인근,2017-02-01
고양이,앙고라,대전광역시,서구,둔산동 보라@ 105동 15층 계단,2017-02-01
개,슈나우져 믹스,대전광역시,유성구,봉명동 한가족병원 인근,2017-02-01
개,진도,대전광역시,중구,안영동 지장암 주변,2017-02-01
개,진도,대전광역시,대덕구,미호동 대청댐 주변,2017-02-02
개,말티즈,대전광역시,중구,중촌동 중촌파출소 주변,2017-02-03
개,시츄,대전광역시,대덕구,송촌동 대양초등학교 주변,2017-02-02
고양이,페르시안,대전광역시,대덕구,삼정동 308-1번지 주변,2017-02-03
개,시츄 믹스,대전광역시,동구,가오동 은어송@4단지 주변,2017-02-02
개,시츄,대전광역시,동구,용전동 167-20번지 주변,2017-02-02
개,푸들,대전광역시,동구,용전동 167-20번지 주변,2017-02-02
개,보더콜리,대전광역시,동구,가오동 동구청 후문 주변,2017-02-03
개,믹스,대전광역시,대덕구,중리동 222-7번지 동양매직 주변,2017-02-03
개,진도,대전광역시,동구,용운동 용방마을@ 319동 주변,2017-02-03
개,믹스,대전광역시,대덕구,덕암동 5-20번지 주변,2017-02-04
개,요크셔테리어,대전광역시,대덕구,중리동 증산도 주변,2017-02-05
개,포메라이언,대전광역시,동구,삼성동 309-11번지 주변,2017-02-03
개,진도,대전광역시,동구,삼성동 302-127번지 주변,2017-02-04
개,진도,대전광역시,동구,삼성동 302-127번지 주변,2017-02-04
개,진도,대전광역시,동구,성남동 성남교 주변,2017-02-04
개,말티즈,대전광역시,유성구,유성동양 인근,2017-02-03
고양이,앙고라,대전광역시,유성구,드림월드@ 102 내,2017-02-04
개,진도,대전광역시,유성구,원신흥동 518-12번지,2017-02-05
개,허스키 믹스,대전광역시,서구,가장네거리 인근,2017-02-04
개,진도,대전광역시,서구,보라매공원 인근,2017-02-04
고양이,코리안숏헤어,대전광역시,서구,정림동 국민은행 인근 로상,2017-02-04
개,믹스,대전광역시,서구,경성큰마을 인근 로상,2017-02-05
개,푸들,대전광역시,중구,태평동 신평초교 주변,2017-02-05
기타,앵무새,대전광역시,중구,태평동 삼부@ 5동 주변,2017-02-07
개,슈나우져,대전광역시,서구,내동 한빛교회 인근,2017-02-05
고양이,코리안숏헤어,대전광역시,서구,도마동 62-4 인근,2017-02-04
개,푸들,대전광역시,서구,괴정네거리 인근,2017-02-07
고양이,러시안블루,대전광역시,서구,내동 31-6 인근,2017-02-07
고양이,코리안숏헤어,대전광역시,유성구,지족동 한화꿈에그린@ 3단지 내,2017-02-06
개,진도,대전광역시,중구,대흥동 옛 도지사관사 주변,2017-02-08
개,진도 믹스,대전광역시,서구,정림동 연이동물병원 인근,2017-02-09
개,보스턴테리어,대전광역시,서구,복수동 계룡@ 인근,2017-02-09
개,말티즈,대전광역시,유성구,송강그린@ 내,2017-02-08
개,푸들,대전광역시,유성구,갑동 동물보호센터 인근,2017-02-09
고양이,러시안블루 믹스,대전광역시,중구,산성동 산성초등학교 주변,2017-02-09
고양이,코리안숏헤어,대전광역시,동구,천동 76-130번지 주변,2017-02-09
개,믹스,대전광역시,동구,성남네거리 주변,2017-02-10
개,말티즈,대전광역시,동구,용운동 모리@ 주변,2017-02-10
개,믹스,대전광역시,서구,동물보호센터 내(모견: 괴곡동 벌말 인근),2017-02-13
개,믹스,대전광역시,서구,동물보호센터 내(모견: 괴곡동 벌말 인근),2017-02-13
개,진도,대전광역시,유성구,장대네거리 인근,2017-02-10
고양이,코리안숏헤어,대전광역시,유성구,월드컵페밀리@ 내,2017-02-11
개,믹스,대전광역시,서구,정림동 199-18번지 인근,2017-02-11
고양이,러시안블루,대전광역시,서구,용문동 591-10번지 인근,2017-02-12
개,진도,대전광역시,서구,보라매공원 인근,2017-02-12
개,믹스,대전광역시,동구,가오동 패션아울렛 주변,2017-02-12
고양이,코리안숏헤어,대전광역시,동구,신상동 148-4번지 주변,2017-02-12
고양이,코리안숏헤어,대전광역시,유성구,장대동 드림월드@ 내,2017-02-13
개,말티즈,대전광역시,서구,월평공원 인근,2017-02-13
개,허스키,대전광역시,서구,한민시장 인근,2017-02-13
개,진도,대전광역시,중구,선화동 422-8번지 주변,2017-02-13
개,믹스,대전광역시,중구,유천로 48번길 74 주변,2017-02-13
개,치와와,대전광역시,동구,대성동 대성중고차매매상사 주변,2017-02-13
개,리트리버,대전광역시,서구,정림동 코스모스@ 인근,2017-02-13
개,포메라이언,대전광역시,서구,안골네거리 인근,2017-02-14
고양이,코리안숏헤어,대전광역시,서구,갈마동 376-32 인근,2017-02-15
고양이,코리안숏헤어,대전광역시,유성구,전민동사무소 인근,2017-02-14
개,요크셔테리어,대전광역시,동구,삼성동 중부소방서 주변,2017-02-14
개,스피츠,대전광역시,대덕구,오정동 농수산시장 주변,2017-02-14
개,스피츠,대전광역시,대덕구,오정동 농수산시장 주변,2017-02-14
개,믹스,대전광역시,유성구,대덕고교 인근,2017-02-15
개,믹스,대전광역시,유성구,대덕고교 인근,2017-02-15
개,시츄,대전광역시,서구,대전전파관리소 인근,2017-02-15
고양이,코리안숏헤어,대전광역시,동구,대동사회복지회관 주변,2017-02-15
개,말티즈,대전광역시,중구,잔디로10번길 33주변,2017-02-15
개,믹스,대전광역시,서구,갈마동 산림조합 인근,2017-02-15
개,진도,대전광역시,서구,도마시장 인근,2017-02-15
개,푸들,대전광역시,서구,도마네거리 인근,2017-02-16
개,푸들,대전광역시,서구,괴정동 50-3번지 인근,2017-02-17
개,요크셔테리어,대전광역시,대덕구,석봉동 엑슬루타워@ 주변,2017-02-16
개,푸들,대전광역시,대덕구,비래동 한신휴플러스@ 주변,2017-02-16
개,시츄,대전광역시,대덕구,법동 한마음@ 주변,2017-02-17
고양이,코리안숏헤어,대전광역시,대덕구,대화동 1-30번지 삼진제일엔씨 주변,2017-02-17
개,말티즈,대전광역시,동구,자양동 우송고등학교 주변,2017-02-16
개,포메라이언,대전광역시,중구,산성동 문성초등학교 주변,2017-02-17
개,허스키,대전광역시,중구,태평로 113번길 18 주변,2017-02-17
개,진도,대전광역시,대덕구,오정동 화정초등학교 주변,2017-02-17
개,핏불테리어,대전광역시,동구,판암동 판암역 주변,2017-02-17
개,시츄,대전광역시,유성구,엘지화학연구원 내,2017-02-15
개,시츄,대전광역시,유성구,엘지화학연구원 내,2017-02-15
개,말티즈,대전광역시,유성구,학하동 자광사 인근,2017-02-16
개,말티즈,대전광역시,유성구,학하동 자광사 인근,2017-02-16
개,진도,대전광역시,유성구,원신흥동 체육고교 인근,2017-02-16
개,진도,대전광역시,유성구,원신흥동 체육고교 인근,2017-02-16
개,믹스,대전광역시,유성구,반석역 인근,2017-02-16
고양이,앙고라,대전광역시,유성구,드림월드@ 내,2017-02-16
고양이,페르시안,대전광역시,유성구,유성푸르지오시티 내,2017-02-17
고양이,코리안숏헤어,대전광역시,유성구,유성호텔 주차장,2017-02-17
개,믹스,대전광역시,대덕구,비래동 대신빌라 주변,2017-02-17
개,포메라이언,대전광역시,중구,은행동 으능정이 주변,2017-02-18
개,스피츠,대전광역시,중구,문창동 한우내장탕 주변,2017-02-18
고양이,코리안숏헤어,대전광역시,대덕구,법동 198-1번지 주변,2017-02-18
개,진도,대전광역시,동구,가양동 448-45번지 주변,2017-02-19
개,닥스훈트,대전광역시,중구,중촌동 현대@ 주변,2017-02-20
개,진도,대전광역시,중구,선화동 아이빌 주변,2017-02-20
고양이,아메리칸숏헤어,대전광역시,대덕구,법동 오드레식당 주변,2017-02-20
개,믹스,대전광역시,대덕구,송촌동 송촌성당 주변,2017-02-20
개,코카스파니엘 믹스,대전광역시,동구,용전동 국토관리청 주변,2017-02-20
개,포메라이언,대전광역시,동구,세천동 세천2교 주변,2017-02-20
개,슈나우져,대전광역시,동구,용전동 52-5번지 주변,2017-02-20
고양이,코리안숏헤어,대전광역시,대덕구,법동 선비마을1단지 111동 주변,2017-02-20
개,슈나우져,대전광역시,동구,용전동 144-7번지 주변,2017-02-20
개,스피츠,대전광역시,동구,대성동 240번지 동남주택 주변,2017-02-20
개,요크셔테리어,대전광역시,서구,용문동 한진빌라 인근,2017-02-17
개,스피츠,대전광역시,서구,원앙마을@ 1단지 내,2017-02-17
개,포메라이언,대전광역시,서구,갈마동 344-11 인근,2017-02-17
개,말티즈,대전광역시,서구,정림동 우성@ 내,2017-02-18
개,포메라이언,대전광역시,서구,도마네거리 인근,2017-02-18
개,불독,대전광역시,서구,정림초교 인근,2017-02-18
개,슈나우져,대전광역시,서구,도마동 120-1 인근,2017-02-19
개,믹스,대전광역시,서구,갈마성당 인근,2017-02-19
개,말티즈,대전광역시,서구,남선공원 입구,2017-02-19
개,포메라이언,대전광역시,서구,가수원네거리 인근,2017-02-20
고양이,러시안블루,대전광역시,서구,갈마동 동산@ 내,2017-02-20
개,믹스,대전광역시,서구,갈마중학교 인근,2017-02-21
개,믹스,대전광역시,서구,갈마동 329-9 복음맨션 인근,2017-02-21
개,믹스,대전광역시,서구,한밭고교 운동장,2017-02-21
개,치와와,대전광역시,유성구,외삼동 지하철 기지창 인근,2017-02-17
개,치와와,대전광역시,유성구,외삼동 지하철 기지창 인근,2017-02-17
