번호,구조일자,종류,품종,시군구,발생장소
1,2020-01-01,개,웰시코기,중구,부사동 260-1번지 주변
2,2020-01-01,개,삽살개,중구,문화동 극동@ 주변
3,2020-01-01,개,푸들,유성,하기동 50-1번지 주변
4,2020-01-01,개,푸들,유성,수통골로 47-7 뜨레돌체 커피숍 주변
5,2020-01-01,개,믹스,유성,상대동 471-10번지 주변
6,2020-01-01,개,진도,동구,실전사거리 인근
7,2020-01-01,개,리트리버,대덕,덕암로 148번길 7 주변
8,2020-01-01,개,진도,대덕,한밭대로 988번길 77 주변
9,2020-01-02,개,말티즈,중구,산성동 산성주민센터 주변
10,2020-01-02,고양이,코리안숏헤어,유성,학하동 칠성음료 주변
11,2020-01-02,개,믹스,대덕,장동 제3탄약창 주변
12,2020-01-02,개,믹스,중구,대사동 233-39번지 주변
13,2020-01-02,개,믹스,유성,관평동 롯데마트 주변
14,2020-01-03,개,믹스,유성,갑동 8번길 75 주변
15,2020-01-03,개,믹스,유성,갑동 8번길 75 주변
16,2020-01-01,개,믹스,서구,관저동 원앙2단지 인근
17,2020-01-01,개,푸들,서구,서구청당직실
18,2020-01-02,개,스피츠,서구,도마동 열매교회 인근
19,2020-01-02,개,말티즈,서구,도마애견
20,2020-01-02,고양이,코리안숏헤어,서구,내동 주택가
21,2020-01-02,고양이,코리안숏헤어,동구,낭월동 석천들@ 인근
22,2020-01-03,개,믹스,동구,낭월동 석천들@ 인근
23,2020-01-03,개,말라뮤트,유성,구성동 카이스트 정문 갑천도로 주변
24,2020-01-03,개,진도,중구,구완동 122번지 주변
25,2020-01-03,개,리트리버,대덕,송촌동 560-15번지 주변
26,2020-01-03,개,리트리버,대덕,대화동 세원풍남@ 주변
27,2020-01-03,개,진도,중구,석교동 석교치안센터 주변
28,2020-01-03,개,말티즈,중구,유천동 322-13번지 주변
29,2020-01-04,기타,염소,유성,계백로 324번길 에스오일주유소 주변
30,2020-01-05,개,웰시코기,중구,문창동 117-7번지 주변
31,2020-01-06,개,믹스,대덕,상서동 175-1번지 주변
32,2020-01-06,개,믹스,대덕,상서동 175-1번지 주변
33,2020-01-06,개,믹스,대덕,상서동 175-1번지 주변
34,2020-01-06,개,믹스,대덕,상서동 175-1번지 주변
35,2020-01-06,개,믹스,대덕,상서동 175-1번지 주변
36,2020-01-06,개,믹스,대덕,상서동 175-1번지 주변
37,2020-01-06,개,믹스,대덕,상서동 175-1번지 주변
38,2020-01-06,개,믹스,대덕,상서동 175-1번지 주변
39,2020-01-06,개,믹스,대덕,상서동 175-1번지 주변
40,2020-01-06,개,믹스,대덕,상서동 175-1번지 주변
41,2020-01-03,개,믹스,서구,갈마동 골든빌라
42,2020-01-06,개,푸들,서구,갈마동 푸른@ 주변
43,2020-01-06,개,진도,서구,둔산지구대
44,2020-01-06,고양이,앙고라,동구,용전동 만월암 인근
45,2020-01-06,고양이,러시안블루,유성,원신흥남로 41번길 66 라빈카페 주변
46,2020-01-06,고양이,앙고라,서구,타임월드 4층 주차장
47,2020-01-06,고양이,코리안숏헤어,동구,대동 동대전장로교회 인근
48,2020-01-07,개,믹스,서구,탄방동 한가람아파트 근처
49,2020-01-08,개,보스턴테리어,서구,갈마동 1115 인근
50,2020-01-08,개,믹스,서구,용문동 220-3 인근
51,2020-01-08,개,말티즈,서구,월평동 진달래@ 인근
52,2020-01-08,개,믹스,동구,가양사거리 인근
53,2020-01-08,고양이,페르시안,동구,삼성동 (구)소방서 인근
54,2020-01-06,개,리트리버,동구,신흥마을 108동 인근
55,2020-01-07,개,샤모에드,서구,변동시장 근처
56,2020-01-08,개,믹스,중구,대흥동 6-10번지 주변
57,2020-01-09,개,믹스,중구,태평로137번길 25 주변
58,2020-01-09,개,믹스,중구,사정동 한스양돈 연구소 주변
59,2020-01-09,개,믹스,중구,부사동 290-1번지 주변
60,2020-01-10,개,시츄,대덕,중리동 중리시장 주변
61,2020-01-09,개,진도,대덕,비래동 비래가양공원 주변
62,2020-01-10,개,웰시코기,유성,원내동 진잠파출소 주변
63,2020-01-08,개,포메라이언,서구,갈마동 크로바빌라 근처
64,2020-01-09,개,웰시코기,유성,상대동 도안트리플시티5단지 주변
65,2020-01-09,개,푸들,동구,삼성동 홍도육교 인근
66,2020-01-09,개,진도,동구,가오사거리 인근
67,2020-01-09,개,믹스,서구,도안풍년부동산 인근
68,2020-01-09,개,믹스,서구,도안풍년부동산 인근
69,2020-01-09,개,믹스,서구,도안풍년부동산 인근
70,2020-01-09,개,믹스,서구,도안풍년부동산 인근
71,2020-01-10,개,진도,서구,관저리슈빌 인근
72,2020-01-11,개,보더콜리,유성,상대동 한라비발디@ 304동 주변
73,2020-01-12,고양이,앙고라,유성,방동 133-2번지 주변
74,2020-01-12,개,말티즈,대덕,미호동 대청댐 잔디광장 주변
75,2020-01-12,개,진도,중구,태평동 파라곤 308동 주변
76,2020-01-12,개,시츄,중구,대흥동 자이@ 주변
77,2020-01-12,개,말티즈,중구,선화동 선화사거리 보은상회 주변
78,2020-01-11,고양이,샴,대덕,비래동 미래@ 주변
79,2020-01-10,개,코카스파니엘,서구,갈마동 골든하우스 근처
80,2020-01-11,개,믹스,서구,한민시장 인근
81,2020-01-12,개,말티즈,서구,도안남로 149 e편한마트 앞
82,2020-01-13,개,믹스,대덕,장동 장동우체국 주변
83,2020-01-12,개,리트리버,동구,신흥초등학교 인근
84,2020-01-13,개,믹스,동구,삼괴동 양묘장 인근
85,2020-01-13,개,믹스,동구,천동초등학교 인근
86,2020-01-13,개,푸들,동구,가양동 평화@ 인근
87,2020-01-13,개,믹스,동구,정동 초원모텔 인근
88,2020-01-13,개,리트리버,동구,홍도동 행정복지센터 인근
89,2020-01-14,개,웰시코기,중구,문화동 한밭우성@ 101동 주변
90,2020-01-13,개,믹스,서구,복수동 미나리어린이공원 인근
91,2020-01-14,개,믹스,유성,성북동 55-5번지 주변
92,2020-01-14,개,믹스,서구,용문동 기아부품점 인근 하천
93,2020-01-14,개,말티즈,대덕,비래공원 주변
94,2020-01-14,고양이,코리안숏헤어,유성,도룡동 유성소방서 주변
95,2020-01-14,개,풍산,유성,용계로41번길 51-17 주변
96,2020-01-15,개,말티즈,대덕,비래공원 주변
97,2020-01-15,고양이,코리안숏헤어,중구,선화주민센터 주변
98,2020-01-16,고양이,코리안숏헤어,유성,한밭대로211번길 주변
99,2020-01-15,개,믹스,중구,목동 현대@ 104동 주변
100,2020-01-15,개,믹스,중구,목동 현대@ 104동 주변
101,2020-01-15,고양이,코리안숏헤어,중구,계룡로918번길 24 주변
102,2020-01-16,고양이,러시안블루,동구,판암동 꿈나무유치원 인근
103,2020-01-14,개,푸들,동구,삼성동 성당 인근
104,2020-01-16,개,시바,서구,내동지구대 인근
105,2020-01-16,개,웰시코기,서구,갈마동 장학문구사 주변
106,2020-01-16,개,푸들,유성,지족동 노은지하철역 주변
107,2020-01-17,개,진도,대덕,대화동 양지터널 주변
108,2020-01-17,개,믹스,대덕,장동 727번지 주변
109,2020-01-16,개,말티즈,동구,용전동 웰니스동물병원 인근
110,2020-01-17,개,허스키,대덕,신탄진동 169-29번지 주변
111,2020-01-17,고양이,코리안숏헤어,유성,장대동 277-8번지 주변
112,2020-01-17,개,진도,서구,가수원중학교 운동장
113,2020-01-16,개,말티즈,대덕,법동 206-2 굽네치킨 주변
114,2020-01-17,개,푸들,대덕,중리로58번길 스마일동물병원 주변
115,2020-01-14,개,허스키,동구,가양네거리 인근
116,2020-01-17,고양이,코리안숏헤어,동구,산내파출소 인근
117,2020-01-18,고양이,코리안숏헤어,동구,성남어린이집 인근
118,2020-01-17,고양이,코리안숏헤어,대덕,상서동 290번지 주변
119,2020-01-18,개,믹스,대덕,법동 주공@ 211동 주변
120,2020-01-18,개,포메라이언,대덕,석봉동 한밭@ 101동 주변
121,2020-01-18,고양이,코리안숏헤어,대덕,비래동 28번지 주변
122,2020-01-18,개,믹스,중구,대종로 274번길 27 주변
123,2020-01-19,개,말티즈,중구,대흥동 147-14번지 동양애견 주차장 주변
124,2020-01-19,개,말티즈,중구,대흥동 147-14번지 동양애견 주차장 주변
125,2020-01-18,개,믹스,유성,장대동 275-27번지 주변
126,2020-01-18,고양이,코리안숏헤어,유성,반석동 다이소 주변
127,2020-01-19,개,치와와,유성,전민동 270-2번지 주변
128,2020-01-19,고양이,코리안숏헤어,유성,지족동 열매마을1단지 주변
129,2020-01-19,개,스피츠,서구,관저동 중흥S클래스 인근
130,2020-01-17,개,요크셔테리어,서구,둔산동 KDB산업은행 인근
131,2020-01-19,개,포메라이언,동구,삼성동 한밭자이@ 인근
132,2020-01-19,개,말티즈,서구,갈마동 시온빌라 주변
133,2020-01-20,개,웰시코기,서구,배재시장 인근
134,2020-01-20,개,치와와,서구,가장동 가장초등학교 인근
135,2020-01-20,개,믹스,대덕,오정동 양지마을@ 주변
136,2020-01-20,개,시바,대덕,대전로1364번길 25-61 은성피엔텍 주변
137,2020-01-21,개,믹스,서구,갈마동 하얀강아지
138,2020-01-21,개,푸들,서구,갈마동 하얀강아지
139,2020-01-21,고양이,코리안숏헤어,대덕,중리시장 고객지원센터 주변
140,2020-01-21,개,푸들,동구,삼성동 한밭자이@ 인근
141,2020-01-21,개,진도,동구,구도동 물류단지 인근
142,2020-01-22,고양이,코리안숏헤어,대덕,석봉동 금강로하스엘크루@ 신축현장 주변
143,2020-01-22,고양이,코리안숏헤어,대덕,목상동 862-3번지 주변
144,2020-01-22,개,푸들,대덕,동춘당로31번길 17 주변
145,2020-01-22,개,프렌치불독,중구,선화서로52번길 3주변
146,2020-01-23,개,믹스,유성,덕진동 71-1번지 주변
147,2020-01-22,고양이,코리안숏헤어,동구,가양동 미광빌라 인근
148,2020-01-22,개,푸들,동구,판암주공 1단지 인근
149,2020-01-22,고양이,코리안숏헤어,동구,가양동 푸른솔빌라 인근
150,2020-01-23,개,진도,동구,용천초등학교 인근
151,2020-01-23,개,믹스,서구,느리울중학교 인근
152,2020-01-23,고양이,코리안숏헤어,유성,전민초등학교 후문 주변
153,2020-01-24,개,믹스,동구,삼성동 솔랑마을@ 인근
154,2020-01-25,개,믹스,동구,가오동 홈플러스 인근
155,2020-01-25,개,진도,동구,천동 국악방송 인근
156,2020-01-25,개,스피츠,동구,판암주공1단지 인근
157,2020-01-25,개,시츄,동구,천동파출소 인근
158,2020-01-27,개,진도,중구,목달동 276번지 주변
159,2020-01-26,개,믹스,유성,덕명로56번길 89 장애인체육관 주변
160,2020-01-26,개,웰시코기,유성,계산동 332번지 주변
161,2020-01-27,개,말티즈,유성,반석동 657-2번지 주변
162,2020-01-24,개,진도,서구,기성치안센터 앞
163,2020-01-24,개,진도,서구,내동지구대 인근
164,2020-01-24,개,코카스파니엘,서구,괴정동 위스퀘어사무실 인근
165,2020-01-26,개,믹스,서구,변동성당 근처
166,2020-01-25,개,믹스,서구,갈마울경로당 인근
167,2020-01-25,개,치와와,서구,관저동 어반힐스 인근
168,2020-01-23,개,믹스,서구,월평동 하늘문 인근
169,2020-01-27,개,시츄,서구,괴정약국 주변
170,2020-01-28,개,치와와,유성,원신흥동 567-10 해뜨는푸른집 주변
171,2020-01-28,개,말티즈,서구,"도마동 142-9, 306호"
172,2020-01-23,기타,토끼,서구,복수동 삼익목화아파트 정문 근처
173,2020-01-28,고양이,코리안숏헤어,중구,목동 충남여고 주변
174,2020-01-27,개,웰시코기,동구,용전우체국 인근
175,2020-01-27,기타,토끼,동구,용전동 복합터미널 인근
176,2020-01-29,개,리트리버,대덕,목상동 현대@ 주변
177,2020-01-29,개,스피츠,유성,유림공원 주변
178,2020-01-29,개,믹스,중구,유천동 299-43 쉐르빌 모텔 주변
179,2020-01-29,개,믹스,중구,유천동 299-43 쉐르빌 모텔 주변
180,2020-01-29,개,믹스,중구,유천동 299-43 쉐르빌 모텔 주변
181,2020-01-29,개,믹스,중구,유천동 299-43 쉐르빌 모텔 주변
182,2020-01-29,개,믹스,중구,유천동 299-43 쉐르빌 모텔 주변
183,2020-01-29,개,믹스,중구,유천동 299-43 쉐르빌 모텔 주변
184,2020-01-29,개,믹스,중구,유천동 299-43 쉐르빌 모텔 주변
185,2020-01-29,개,믹스,중구,유천동 299-43 쉐르빌 모텔 주변
186,2020-01-29,개,믹스,중구,유천동 299-43 쉐르빌 모텔 주변
187,2020-01-29,개,비숑프리제,중구,태평동 수침교 주변
188,2020-01-29,개,리트리버,대덕,대화동 16-144번지 주변
189,2020-01-28,개,푸들,동구,대전역 동광장 뒤쪽 인근
190,2020-01-29,개,허스키,동구,용전지구대 인근
191,2020-01-30,개,믹스,중구,대흥동 대흥자이@ 1단지 주변
192,2020-01-29,기타,토끼,동구,인동 구룡아트빌 인근
193,2020-01-29,고양이,코리안숏헤어,동구,가양1동사무소 인근
194,2020-01-31,개,믹스,서구,동방여자중학교 정문 근처
195,2020-01-31,개,믹스,서구,동방여자중학교 정문 근처
196,2020-01-31,개,스피츠,대덕,중리동 122-2번지 더팻 주변
197,2020-01-31,개,믹스,유성,진잠로 74번길 3 서강주택 주변
198,2020-01-30,개,진도,동구,인동 참좋은마트 인근
199,2020-01-30,개,시츄,동구,동부경찰서 인근
200,2020-01-30,개,믹스,동구,국제수영장 인근
201,2020-01-31,고양이,코리안숏헤어,동구,대전대학교 산업협력관 주차장 인근
202,2020-01-31,기타,백한,동구,가양동 성수빌라 인근
203,2020-02-01,개,미니핀,중구,대흥동 중구보건소 주변
204,2020-02-02,개,말티즈,대덕,비래동 비래공원 주변
205,2020-02-01,개,믹스,유성,학하로 724-21 상호빌라 주변
206,2020-02-01,개,믹스,유성,학하로 724-21 상호빌라 주변
207,2020-02-01,개,믹스,유성,학하로 724-21 상호빌라 주변
208,2020-02-01,고양이,코리안숏헤어,동구,대전대학교 정문 인근
209,2020-02-01,개,세퍼드,동구,대청동 은골할먼네집 인근
210,2020-02-01,개,믹스,동구,가양동 아침마을@ 인근
211,2020-02-02,고양이,코리안숏헤어,유성,상대동 유성중학교 주변
212,2020-02-03,개,진도,대덕,상서동 326-94번지 리빙타올 주변
213,2020-02-03,개,진도,대덕,비래동 비래초등학교 주변
214,2020-02-03,고양이,코리안숏헤어,대덕,대전로 1303번길 기흥금속 주변
215,2020-02-02,고양이,앙고라,서구,괴정동 크로바힐 근처
216,2020-02-02,개,포메라이언,서구,갈마동 서부소방서
217,2020-02-03,고양이,페르시안,동구,자양동 임광@ 인근
218,2020-02-03,개,푸들,서구,도안동 해솔빌라
219,2020-02-03,개,스피츠,서구,관저동 세탁풍경 근처
220,2020-02-03,개,스피츠,서구,관저동 원앙마을 근처
221,2020-02-04,고양이,페르시안,서구,탄방동 영하우스 인근
222,2020-02-04,기타,거위,유성,장대동 176-10번지 하이웨이주유소 주변
223,2020-02-04,개,진도,대덕,법동 한마음@ 주변
224,2020-02-04,개,닥스훈트 믹스,대덕,상서동 186번지 ㈜제이에스엘 주변
225,2020-02-03,개,믹스,중구,부사동 형제수산 주변
226,2020-02-03,개,믹스,중구,부사동 형제수산 주변
227,2020-02-03,고양이,코리안숏헤어,중구,보문로 47번길 2 LG베스트샵 주변
228,2020-02-04,개,프렌치불독,중구,산성동 323-4번지 주변
229,2020-02-04,개,프렌치불독,중구,산성동 323-4번지 주변
230,2020-02-04,개,프렌치불독,중구,산성동 323-4번지 주변
231,2020-02-05,개,리트리버,중구,대사동 보문산오거리 주변
232,2020-02-04,개,말티즈,동구,가오동 라온동물병원 인근
233,2020-02-05,개,믹스,대덕,신대동 181-5번지 주변
234,2020-02-06,개,리트리버,중구,부사동 보운초등학교 주변
235,2020-02-06,개,믹스,중구,유천동 305-25번지 주변
236,2020-02-06,고양이,코리안숏헤어,중구,산성동 132-1번지 스피드카센타 주변
237,2020-02-05,개,푸들,동구,삼성동행정복지센터 인근
238,2020-02-05,고양이,코리안숏헤어,동구,중동 대전전기 인근
239,2020-02-06,개,말티즈,동구,자양동 CU편의점 인근
240,2020-02-07,개,믹스,동구,가오동 셀프빨래방 인근
241,2020-02-07,기타,산양,동구,인산 솟대마을 인근
242,2020-02-07,기타,산양,동구,인산 솟대마을 인근
243,2020-02-07,고양이,코리안숏헤어,대덕,대화로 150번길 153 대현카센터 주변
244,2020-02-06,개,프렌치불독,대덕,비래동 557-14번지 SK맘모스주유소 주변
245,2020-02-07,개,요크셔테리어,중구,산성동 306-114번지 주변
246,2020-02-08,개,시츄,동구,자양초등학교 인근
247,2020-02-08,개,진도,동구,이사동 온누리요양병원 인근
248,2020-02-07,개,믹스,서구,농도원네거리 인근
249,2020-02-08,개,보더콜리,서구,경성큰마을 109동 인근
250,2020-02-08,개,믹스,유성,상대동 백연@ 1단지 주변
251,2020-02-08,개,포메라이언,유성,구암동 667-2번지 주변
252,2020-02-08,고양이,코리안숏헤어,대덕,오정동 445-6번지 주변
253,2020-02-08,개,믹스,대덕,대화로 132번길 135 주변
254,2020-02-09,개,믹스,대덕,미호동 279-3번지 메밀꽃필무렵 주변
255,2020-02-04,개,닥스훈트,서구,무궁화아파트 105동 주변
256,2020-02-09,개,믹스,유성,용계동 664-4번지 주변
257,2020-02-09,개,믹스,유성,신동 274번지 주변
258,2020-02-09,기타,닭,대덕,중리동 151-1번지 주변
259,2020-02-10,개,코카스파니엘,중구,학고개로 37번길 18 주변
260,2020-02-10,개,믹스,유성,봉명동 445-4번지 주변
261,2020-02-09,개,믹스,동구,천동 예성교회 인근
262,2020-02-10,개,믹스,대덕,덕암동 347번지 덕암축구센터 주변
263,2020-02-10,기타,햄스터,중구,선화동 농협중앙회 주변
264,2020-02-11,고양이,코리안숏헤어,대덕,신탄진동 122-22번지 주변
265,2020-02-07,개,슈나우져,서구,변동 비비창의어린이집 앞
266,2020-02-11,개,믹스,서구,CU편의점 내동타운점
267,2020-02-11,고양이,코리안숏헤어,중구,대흥동 3-2번지 나이스가구 주변
268,2020-02-11,고양이,코리안숏헤어,서구,월평동 벽산갈마페인트 인근
269,2020-02-10,개,믹스,동구,산내주공 인근
270,2020-02-10,개,믹스,동구,산내주공 인근
271,2020-02-10,개,믹스,동구,산내주공 인근
272,2020-02-10,개,믹스,동구,산내주공 인근
273,2020-02-10,개,믹스,동구,산내주공 인근
274,2020-02-10,개,믹스,동구,산내주공 인근
275,2020-02-11,개,푸들,유성,덕명로 146 성산표고농장 주변
276,2020-02-11,고양이,코리안숏헤어,유성,관평동 1242번지 주변
277,2020-02-11,개,믹스,대덕,중리동 청소년수련관 주변
278,2020-02-11,개,시츄 믹스,동구,용전동 세븐일레븐 인근
279,2020-02-11,개,믹스,동구,남대전IC 인근
280,2020-02-12,개,믹스,대덕,한남로137번안길 51 주변
281,2020-02-12,개,삽살개,대덕,한남로137번안길 51 주변
282,2020-02-12,개,믹스,대덕,한남로137번안길 51 주변
283,2020-02-12,개,진도,유성,대덕대로 766 한국천문연구원내 주변
284,2020-02-12,고양이,코리안숏헤어,서구,괴정동 69-30번지 주차장 안
285,2020-02-13,개,포메라이언,서구,탄방동 89-7 네일아트 인근
286,2020-02-13,개,믹스,서구,가장초등학교
287,2020-02-13,개,말티즈,서구,월평동 1046 공중화장실 인근
288,2020-02-13,개,믹스,유성,관평동 669번지 가마치통닭 주변
289,2020-02-14,개,스피츠,서구,도마동 대림아파트 인근
290,2020-02-13,개,믹스,대덕,신탄진동 165-23 남양주택 2동 주변
291,2020-02-13,개,프렌치불독,유성,유성대로 579-2 주변
292,2020-02-14,개,푸들,동구,자양초등학교 인근
293,2020-02-14,고양이,코리안숏헤어,중구,당디로 96번길 5 주변
294,2020-02-14,개,요크셔테리어,서구,갈마동 동림빌라 인근
295,2020-02-15,개,믹스,서구,정림동 삼정하이츠 인근
296,2020-02-16,개,믹스,유성,신성동 신성네거리 주변
297,2020-02-16,개,치와와,유성,구암동 619번지 주변
298,2020-02-16,개,믹스,유성,봉산동 휴먼시아@ 208동 주변
299,2020-02-16,개,믹스,유성,봉산동 휴먼시아@ 208동 주변
300,2020-02-15,고양이,코리안숏헤어,중구,대흥로 22번길 코다리냉면 주변
301,2020-02-16,개,삽살개,중구,문화동 동산중고등학교 주변
302,2020-02-15,개,믹스,동구,가오서거리 인근
303,2020-02-16,개,믹스,유성,봉산동 구즉파출소 주변
304,2020-02-16,개,말티즈,유성,덕명동 한밭대학교 주변
305,2020-02-13,개,진도,동구,성남동 조마루감자탕 인근
306,2020-02-16,개,진도,동구,삼성동 충남배관 인근
307,2020-02-16,개,리트리버,동구,삼성동 충남배관 인근
308,2020-02-17,고양이,코리안숏헤어,유성,유성대로 510 오토월드1층 주변
309,2020-02-17,고양이,앙고라,서구,내동 신성@ 인근
310,2020-02-17,고양이,코리안숏헤어,서구,샘머리공원 인근
311,2020-02-17,개,믹스,중구,선화동 선화파출소 주변
312,2020-02-17,개,믹스,중구,선화동 선화파출소 주변
313,2020-02-17,개,믹스,동구,비룡버스 정류장 인근
314,2020-02-17,개,코카스파니엘,중구,산성동 새마을금고당디지점 주차장 주변
315,2020-02-17,고양이,코리안숏헤어,대덕,중리로 1129번길 90 별나라어린이집 주변
316,2020-02-18,개,믹스,유성,어은동 유성구청 주변
317,2020-02-18,개,믹스,중구,부사동 남대전등기소 주변
318,2020-02-18,개,웰시코기,중구,문화동 주공@ 105동 주변
319,2020-02-18,개,보더콜리,서구,갈마동 신원주택 인근
320,2020-02-18,개,믹스,유성,가정동 95-8번지 주변
321,2020-02-18,개,믹스,유성,가정동 95-8번지 주변
322,2020-02-18,개,믹스,대덕,중리동 27-1번지 대전선교감리교회 주변
323,2020-02-18,개,믹스,대덕,중리동 27-1번지 대전선교감리교회 주변
324,2020-02-18,개,믹스,대덕,중리동 27-1번지 대전선교감리교회 주변
325,2020-02-18,개,믹스,중구,산성동주민센터 주변
326,2020-02-18,개,진도 믹스,중구,문창동 하상도로 주변
327,2020-02-19,고양이,코리안숏헤어,서구,한밭수목원 서원 입구
328,2020-02-19,개,믹스,중구,안영IC 주변
329,2020-02-19,개,믹스,서구,괴정동 부영빌라 인근
330,2020-02-17,개,푸들,동구,대동 대구막창 인근
331,2020-02-17,개,푸들,동구,소제동 우체국 인근
332,2020-02-19,고양이,코리안숏헤어,서구,월평자동차매매상가 인근
333,2020-02-20,개,말티즈,서구,월평성당 인근
334,2020-02-20,고양이,코리안숏헤어,서구,도마시장 인근
335,2020-02-18,개,믹스,서구,용문동 열린공인중개사 인근
336,2020-02-20,고양이,코리안숏헤어,중구,대흥동 웅진서점 주변
337,2020-02-20,개,믹스,중구,안영동 280번지 가스충전소 주변
338,2020-02-20,개,진도,서구,도마동 청옥빌딩 인근
339,2020-02-20,고양이,코리안숏헤어,대덕,대화동 아모레퍼시픽 공장 주변
340,2020-02-19,개,믹스,동구,대별동 오투그랑떼 인근
341,2020-02-21,개,푸들,동구,구 판암파출소 인근
342,2020-02-21,개,믹스,동구,신안동 이스트시티2단지 인근
343,2020-02-21,개,믹스,동구,신안동 이스트시티2단지 인근
344,2020-02-21,개,믹스,동구,신안동 이스트시티2단지 인근
345,2020-02-21,개,푸들,중구,침산동 139-5번지 주변
346,2020-02-21,고양이,코리안숏헤어,중구,용두동 53-135번지 주변
347,2020-02-21,개,믹스,중구,중촌동 푸우동물병원 주변
348,2020-02-21,개,믹스,유성,관평동 대륙프라자 상가 주변
349,2020-02-21,개,포메라이언,대덕,법동 440-4번지 선비마을1단지 108동 주변
350,2020-02-21,고양이,스코티쉬폴드,대덕,중리로53번길 14-1 주변
351,2020-02-21,개,불테리어,서구,도솔로 335번길 엘림빌라 인근
352,2020-02-22,개,리트리버,서구,서우사거리 농협근처
353,2020-02-22,고양이,코리안숏헤어,서구,월평동 GS25 근처
354,2020-02-22,개,믹스,동구,동구보건소 인근
355,2020-02-22,개,믹스,동구,판암주공2단지 인근
356,2020-02-22,개,믹스,동구,대전대학교 서문 인근
357,2020-02-22,개,리트리버,서구,도마지구대
358,2020-02-22,개,푸들,서구,갈마지구대
359,2020-02-22,개,진도,유성,대정동 507번지 주변
360,2020-02-22,개,믹스,유성,복용동 대전오토월드 주변
361,2020-02-23,개,믹스,유성,관평동 동화육교 주변
362,2020-02-22,개,스피츠,유성,봉명동 더펫동물병원 주변
363,2020-02-22,개,리트리버,중구,사정동 467-1번지 주변
364,2020-02-23,개,리트리버,중구,사득로 62번길 주변
365,2020-02-24,개,진도,서구,월평지구대
366,2020-02-23,개,믹스,유성,장대동 335-1번지 주변
367,2020-02-22,고양이,코리안숏헤어,중구,옥계동 23-6번지 주변
368,2020-02-23,고양이,코리안숏헤어,유성,장대동 유성초교 정문 주변
369,2020-02-24,개,믹스,중구,대사동 198-56번지 주변
370,2020-02-24,개,진도,서구,관저동 CU편의점 인근
371,2020-02-21,개,진도,대덕,송촌동 대전IC입구 주변
372,2020-02-25,개,믹스,대덕,법동 삼정하이츠2동 주변
373,2020-02-25,개,믹스,중구,산성동 136-65번지 주변
374,2020-02-26,개,말티즈,동구,판암주공@ 2단지 인근
375,2020-02-25,개,믹스,동구,가양동 가야숯불갈비 인근
376,2020-02-26,개,말티즈,중구,계룡로819번길 주변
377,2020-02-26,개,믹스,서구,도마동 미래타운 인근
378,2020-02-26,개,비글,유성,노은동 563-6번지 주변
379,2020-02-26,개,믹스,동구,세천동 세천막걸리 인근
380,2020-02-27,개,포메라이언,서구,둔원초등학교
381,2020-02-27,고양이,코리안숏헤어,서구,둔산동 햇님아파트 7동 인근
382,2020-02-27,고양이,코리안숏헤어,유성,봉명동 445-19 간사이 주변
383,2020-02-26,개,믹스,중구,사정동 고척사 주변
384,2020-02-28,고양이,앙고라,유성,원내동 197-5번지 주변
385,2020-02-26,개,진도,중구,문화로51번길 주변
386,2020-02-26,개,진도,중구,문화로51번길 주변
387,2020-02-27,개,말티즈,동구,용운동 골든벨 노래연습장 인근
388,2020-02-27,개,믹스,동구,삼성동 아세아 상사 인근
389,2020-02-27,고양이,아메리칸숏헤어,동구,용전동 푸른아파트 인근
390,2020-02-28,개,치와와,중구,부사동 굿모닝동물병원 주변
391,2020-02-28,기타,앵무새,중구,오류로31번길 주변
392,2020-02-28,개,믹스,중구,사정동 우남@ 106동 주변
393,2020-02-28,개,믹스,중구,사정동 우남@ 106동 주변
394,2020-02-27,개,시바,서구,이마트트레이더스
395,2020-02-28,개,아메리칸불리,서구,관저동 레이오버커피 인근
396,2020-02-28,개,리트리버,유성,송정동 483-3번지 주변
397,2020-02-29,개,퍼그,중구,목달동 85-2번지 주변
398,2020-02-29,개,리트리버,중구,대흥동 현대@ 2차 주변
399,2020-02-28,기타,염소,동구,사성동 산17 인근
400,2020-02-29,고양이,샴,동구,낭월동 낭월교회 인근
401,2020-02-29,개,푸들,유성,봉명동 나이스타운 주변
402,2020-02-29,고양이,벵갈 믹스,중구,대흥동 행정복지센터 주변
403,2020-03-01,개,믹스,중구,선화동 83-1번지 주변
404,2020-03-02,개,푸들,중구,석교동 삼화연립주택 주변
405,2020-03-01,고양이,코리안숏헤어,동구,동구청 당직실 인근
406,2020-03-01,개,믹스,동구,직동 참샘정 앞
407,2020-03-01,개,믹스,동구,직동 참샘정 앞
408,2020-03-02,개,푸들,유성,도룡동 397-47번지 주변
409,2020-03-03,고양이,코리안숏헤어,유성,용산동 578번지 SK셀프주요소 주변
410,2020-03-03,개,진도,유성,갑동 402-5번지 주변
411,2020-03-02,개,푸들,서구,정림동 무궁화공원 인근
412,2020-03-03,고양이,코리안숏헤어,서구,구봉산책로 입구
413,2020-03-03,개,믹스,동구,동구보건소 앞
414,2020-03-03,개,믹스,동구,자양초등학교 인근
415,2020-03-04,개,진도,대덕,비래동 아이로움@ 주변
416,2020-03-03,개,푸들,서구,괴정동 허준헤어
417,2020-03-04,개,차우차우,유성,관평동 1360번지 주변
418,2020-03-04,개,믹스,유성,장대동 충남대학교 사육장 주변
