번호,구조일자,종류,품종,시군구,발생장소
8850,2019-09-16,고양이,페르시안,유성구,구암동 609-1 진터어린이공원 내
8851,2019-09-16,개,비숑프리제,대덕구,신탄진동 신탄사거리 주변
8852,2019-09-16,고양이,코리안숏헤어,중구,옥계동 41-18번지 바른마트 주변
8853,2019-09-16,고양이,코리안숏헤어,중구,석교동 석교초등학교 주변
8854,2019-09-16,고양이,코리안숏헤어,중구,문화동 한밭도서관 주차장 주변
8855,2019-09-16,고양이,코리안숏헤어,중구,문화동 한밭도서관 주차장 주변
8856,2019-09-16,개,말티즈,중구,부사동 신일여상 주변
8857,2019-09-17,개,말티즈,중구,유천로 7-22번길 주변
8858,2019-09-16,개,믹스,대덕구,대화동 30-17번지 주변
8859,2019-09-16,고양이,코리안숏헤어,대덕구,오정동 신동아@ 주변
8860,2019-09-15,기타,토끼,동구,용전동 터미널인근
8861,2019-09-16,개,웰시코기,동구,용전동 터미널인근
8862,2019-09-16,고양이,코리안숏헤어,동구,삼성동 현암기사식당 인근
8863,2019-09-16,개,믹스,서구,둔산동 샘머리@ 인근
8864,2019-09-16,고양이,코리안숏헤어,서구,동서대로 1006번길 11-6 내
8865,2019-09-17,개,미니핀,서구,타임동물병원 인근
8866,2019-09-16,고양이,아메리칸숏헤어,유성구,송강그린아파트 내
8867,2019-09-17,고양이,코리안숏헤어,유성구,관평동 872 내
8868,2019-09-17,고양이,코리안숏헤어,유성구,관평동 872 내
8869,2019-09-17,고양이,코리안숏헤어,유성구,관평동 872 내
8870,2019-09-17,개,믹스,중구,문화동 하우스토리1차 102동 주변
8871,2019-09-18,고양이,코리안숏헤어,중구,문화동 405-1번지 보은회관 주차장 주변
8872,2019-09-17,개,말티즈,대덕구,한남로 123 세븐일레븐편의점 주변
8873,2019-09-17,고양이,코리안숏헤어,대덕구,송촌동 232-18번지 주변
8874,2019-09-18,개,푸들,중구,대흥동 161-8 신영미소랑@ 주변
8875,2019-09-17,개,믹스,동구,효평동 효들경로당 인근
8876,2019-09-17,개,치와와,동구,가오동 홈플러스 인근
8877,2019-09-17,고양이,코리안숏헤어,서구,갈마동 1362 내
8878,2019-09-17,고양이,코리안숏헤어,서구,갈마동 1362 내
8879,2019-09-17,개,요크셔테리어,서구,도마동 188-23 인근
8880,2019-09-18,고양이,코리안숏헤어,대덕구,비래동 139-3번지 주변
8881,2019-09-18,고양이,코리안숏헤어,대덕구,비래동 139-3번지 주변
8882,2019-09-18,고양이,코리안숏헤어,대덕구,비래동 139-3번지 주변
8883,2019-09-18,개,시바,중구,대사동 충남대병원 의생명융합센터 주변
8884,2019-09-18,개,믹스,대덕구,오정동 379-4 명일전기 주변
8885,2019-09-19,개,푸들,대덕구,법동 한마음@ 주변
8886,2019-09-19,고양이,코리안숏헤어,중구,은행동 165-1번지 주변
8887,2019-09-19,개,믹스,중구,오류동 삼성@ 관리사무소 주변
8888,2019-09-19,개,치와와,중구,중촌동 다이소 중촌네거리점 주변
8889,2019-09-18,개,믹스,서구,변동네거리 인근
8890,2019-09-18,개,푸들,서구,용문동 269-30 인근
8891,2019-09-19,고양이,코리안숏헤어,서구,변동 15-18 내
8892,2019-09-19,개,말티즈,서구,갈마동 1257 인근
8893,2019-09-19,개,요크셔테리어,유성구,진잠로 102번길 39 인근
8894,2019-09-18,개,믹스,동구,대동 별장맨션빌라 인근
8895,2019-09-19,개,시츄,중구,안영로 42-19 주변
8896,2019-09-20,개,리트리버,중구,호동 240-9번지 주변
8897,2019-09-19,개,요크셔테리어,대덕구,송촌동 223-1번지 주변
8898,2019-09-19,고양이,코리안숏헤어,대덕구,중리동 364-1번지 한밭교회 주변
8899,2019-09-20,고양이,코리안숏헤어,중구,선화동 대림호텔 주변
8900,2019-09-20,개,진도,대덕구,오정동 440-3번지 주변
8901,2019-09-18,개,스피츠,동구,가오동 다리 인근
8902,2019-09-19,고양이,코리안숏헤어,동구,용전동사무소 인근
8903,2019-09-19,고양이,코리안숏헤어,동구,용전동사무소 인근
8904,2019-09-19,고양이,코리안숏헤어,동구,용전동사무소 인근
8905,2019-09-19,고양이,코리안숏헤어,동구,용전동사무소 인근
8906,2019-09-19,개,믹스,동구,하소동 국보환경 인근
8907,2019-09-19,개,푸들,서구,관저동 1130 인근
8908,2019-09-19,고양이,페르시안,서구,갈마동 좋은하루@ 1차 인근
8909,2019-09-20,개,리트리버,서구,향우네거리 인근
8910,2019-09-20,고양이,스코티쉬폴드,서구,월평동 1318 인근
8911,2019-09-20,개,말티즈,서구,괴곡동 선골경로당 앞
8912,2019-09-20,고양이,코리안숏헤어,유성구,송강동 가스기술공사 인근
8913,2019-09-20,개,믹스,유성구,대정동 562-5 인근
8914,2019-09-20,개,믹스,유성구,대정동 562-5 인근
8915,2019-09-20,개,믹스,유성구,대정동 562-5 인근
8916,2019-09-20,개,푸들,유성구,유성호텔 인근 천변
8917,2019-09-20,고양이,코리안숏헤어,동구,용전동 수현카 인근
8918,2019-09-20,고양이,코리안숏헤어,동구,삼정동 대진사 인근
8919,2019-09-21,고양이,코리안숏헤어,서구,신갈마로 258 인근
8920,2019-09-20,고양이,코리안숏헤어,서구,흑석동 605-17 내
8921,2019-09-21,고양이,코리안숏헤어,서구,이마트둔산점 물류창고
8922,2019-09-22,고양이,코리안숏헤어,서구,코엘병원 지하주차장
8923,2019-09-21,개,웰시코기,유성구,유성온천역 네거리 인근
8924,2019-09-21,개,믹스,유성구,관평동 산28 내
8925,2019-09-21,개,믹스,유성구,관평동 산28 내
8926,2019-09-21,개,믹스,유성구,봉명동 CGV인근
8927,2019-09-20,고양이,페르시안,서구,용문동 260-50 인근
8928,2019-09-20,개,푸들,서구,원정동 736-5 행복원 내
8929,2019-09-20,개,믹스,서구,도마동 40-42 옥상
8930,2019-09-20,개,진도,서구,도마동 40-42 인근
8931,2019-09-21,개,시츄,서구,이마트둔산점 인근 공원
8932,2019-09-20,개,세퍼드,중구,태평동 333-9번지 주변
8933,2019-09-21,개,요크셔테리어,중구,산성동 산성치안센터 주변
8934,2019-09-22,개,푸들,중구,대종로 602번길 21 주변
8935,2019-09-23,개,스피츠,중구,문화동 세이백화점 주변
8936,2019-09-20,개,믹스,대덕구,송촌동 동춘당공원 주변
8937,2019-09-21,고양이,코리안숏헤어,대덕구,법동 삼익소월@ 주변
8938,2019-09-22,개,믹스,대덕구,중리동 하나로병원 주변
8939,2019-09-22,개,리트리버,대덕구,중리동 135-14번지 주변
8940,2019-09-23,고양이,코리안숏헤어,중구,선화동 347-61번지 주변
8941,2019-09-22,고양이,코리안숏헤어,서구,변동 79-11 삼광교회 내
8942,2019-09-22,고양이,코리안숏헤어,서구,변동 79-11 삼광교회 내
8943,2019-09-22,개,푸들,서구,보라매공원 화장실 내
8944,2019-09-22,고양이,코리안숏헤어,서구,관저동 효성헤링턴@ 북카페 인근
8945,2019-09-23,개,진도,유성구,현충원역 인근
8946,2019-09-23,개,닥스훈트,중구,대흥동 춘천닭갈비 주변
8947,2019-09-23,개,믹스,대덕구,아리랑로 55번길 156 주변
8948,2019-09-23,개,믹스,대덕구,아리랑로 55번길 156 주변
8949,2019-09-23,고양이,코리안숏헤어,대덕구,비래동 130-18번지 주변
8950,2019-09-21,개,잉글리쉬 세터,서구,탄방동 홈플러스 인근
8951,2019-09-23,개,믹스,서구,도안동 917 인근
8952,2019-09-23,고양이,코리안숏헤어,서구,관저동 느리울@ 12단지 내
8953,2019-09-23,개,진도,서구,도마동 440-1 인근
8954,2019-09-23,고양이,코리안숏헤어,서구,용문동 242-4 인근
8955,2019-09-23,고양이,코리안숏헤어,서구,변동 5-1 인근
8956,2019-09-24,개,말티즈,서구,느리울초등학교 인근 노상
8957,2019-09-24,개,요크셔테리어,서구,둔산동 보라@ 103 지하
8958,2019-09-24,개,믹스,서구,내동 186-55 인근
8959,2019-09-23,개,진도,유성구,원내동 진잠타운@ 105동 지하
8960,2019-09-24,개,믹스,유성구,한밭대학교 인근
8961,2019-09-24,개,믹스,유성구,한밭대학교 인근
8962,2019-09-24,개,말티즈,중구,산성동 110-14번지 주변
8963,2019-09-24,고양이,코리안숏헤어,대덕구,오정동 농수산물시장 생선2경매장 주변
8964,2019-09-24,고양이,코리안숏헤어,대덕구,오정동 농수산물시장 생선2경매장 주변
8965,2019-09-24,고양이,코리안숏헤어,대덕구,오정동 농수산물시장 생선2경매장 주변
8966,2019-09-24,고양이,코리안숏헤어,중구,유천동 300-9번지 주변
8967,2019-09-25,개,믹스,중구,대종로 323 주변
8968,2019-09-25,개,푸들,유성구,송강마을@ 101 주차장
8969,2019-09-25,개,요크셔테리어,유성구,온천1동사무소 인근
8970,2019-09-25,개,진도,유성구,금고동 329 인근
8971,2019-09-25,개,세퍼드,유성구,구암동 수피아가구 인근
8972,2019-09-20,개,말티즈,동구,용전동 한숲@ 인근
8973,2019-09-24,개,치와와,동구,가양고시원 인근
8974,2019-09-24,개,말티즈,동구,현암교 인근
8975,2019-09-24,고양이,코리안숏헤어,동구,판암2단지 인근
8976,2019-09-24,고양이,코리안숏헤어,동구,판암2단지 인근
8977,2019-09-24,고양이,코리안숏헤어,동구,판암2단지 인근
8978,2019-09-24,고양이,코리안숏헤어,동구,삼성동 대전펠릿과참숯 인근
8979,2019-09-23,고양이,코리안숏헤어,중구,중촌동 CMB 주변
8980,2019-09-25,고양이,코리안숏헤어,중구,산성동 161-4번지 주변
8981,2019-09-25,고양이,코리안숏헤어,중구,산성동 161-4번지 주변
8982,2019-09-25,개,푸들,대덕구,읍내동 용화사거리 주변
8983,2019-09-25,개,말티즈,중구,유천동 유천사거리 주변
8984,2019-09-26,개,진도,중구,부사로 39번길 78 주변
8985,2019-09-25,개,믹스,대덕구,덕암동 5-20번지 주변
8986,2019-09-25,개,믹스,대덕구,중리동 250-3번지 영진로얄@ 202동 주변
8987,2019-09-26,고양이,코리안숏헤어,대덕구,중리동 373-24번지 주변
8988,2019-09-25,개,말티즈,동구,삼성동 대운빌라 인근
8989,2019-09-25,개,프렌치불독,동구,용전전자타운 인근
8990,2019-09-25,고양이,스코티쉬폴드 믹스,서구,수침교네거리 인근
8991,2019-09-25,고양이,코리안숏헤어,서구,용문역 6번출구 인근
8992,2019-09-26,개,푸들,서구,도마동 경남@ 인근
8993,2019-09-26,개,믹스,서구,도마네거리 인근
8994,2019-09-26,고양이,벵갈,유성구,한밭대학교 인근
8995,2019-09-26,고양이,코리안숏헤어,유성구,국방과학연구소 입구
8996,2019-09-26,고양이,페르시안,유성구,장대동 282-7번지 내
8997,2019-09-26,고양이,코리안숏헤어,대덕구,대화동 233-7 원성유통 주변
8998,2019-09-25,개,믹스,동구,삼괴동 493-1 인근
8999,2019-09-26,고양이,앙고라,동구,낭월동 황궁셀프세차장 인근
9000,2019-09-26,개,포메라이언,서구,대전일보사 인근 노상
9001,2019-09-26,고양이,코리안숏헤어,서구,갈마동 경성큰마을@ 인근
9002,2019-09-26,개,요크셔테리어,서구,갈마삼거리 인근
9003,2019-09-26,개,믹스,서구,갈마동 395-9 인근
9004,2019-09-26,개,믹스,서구,갈마동 395-9 인근
9005,2019-09-26,고양이,코리안숏헤어,유성구,지족동 1096-13 인근
9006,2019-09-27,개,말티즈,중구,석교동 석교치안센터 주변
9007,2019-09-27,개,슈나우져,대덕구,대화로 1247번길 금강@ 주변
9008,2019-09-27,개,비숑프리제,서구,도마동 46-26 인근
9009,2019-09-27,고양이,코리안숏헤어,서구,괴정동 414-1 인근
9010,2019-09-28,고양이,코리안숏헤어,서구,정림동 129-3 인근
9011,2019-09-27,개,믹스,유성구,관평동 761 내
9012,2019-09-27,개,믹스,유성구,관평동 761 내
9013,2019-09-27,고양이,코리안숏헤어,유성구,계산동 학의뜰@ 도서관 인근
9014,2019-09-27,고양이,코리안숏헤어,유성구,노은동 496-1 인근
9015,2019-09-27,고양이,코리안숏헤어,유성구,지족동 경남아너스빌2차@ 내
9016,2019-09-28,고양이,코리안숏헤어,유성구,신성동 한울@ 110 인근
9017,2019-09-28,고양이,코리안숏헤어,유성구,죽동 예미지@ 내
9018,2019-09-26,개,믹스,동구,은어송초등학교 인근
9019,2019-09-27,고양이,코리안숏헤어,동구,용전동사무소 인근
9020,2019-09-27,고양이,코리안숏헤어,동구,자양동 동아마이스터고등학교 인근
9021,2019-09-28,고양이,코리안숏헤어,서구,갈마역 1번출구 인근
9022,2019-09-28,고양이,코리안숏헤어,서구,월평동 491 인근
9023,2019-09-29,개,푸들,서구,시청광장
9024,2019-09-28,개,진도,유성구,죽동 보훈요양병원 인근
9025,2019-09-28,개,믹스,유성구,장대동 드림월드@ 인근
9026,2019-09-29,고양이,코리안숏헤어,유성구,죽동 예미지@ 내
9027,2019-09-27,개,스피츠,중구,산성동 산성사거리 주변
9028,2019-09-29,고양이,코리안숏헤어,중구,은행동 중앙로C가 24 주변
9029,2019-09-29,고양이,코리안숏헤어,중구,문창동 34-1 주변
9030,2019-09-29,기타,기러기,대덕구,신일동 1689-1번지 주변
9031,2019-09-29,기타,기러기,대덕구,신일동 1689-1번지 주변
9032,2019-09-29,기타,기러기,대덕구,신일동 1689-1번지 주변
9033,2019-09-29,개,믹스,대덕구,신탄진동 신탄마을금고 주변
9034,2019-09-29,고양이,코리안숏헤어,대덕구,중리동 363-1번지 주변
9035,2019-09-29,고양이,코리안숏헤어,중구,보문로 135-7 주변
9036,2019-09-30,고양이,코리안숏헤어,중구,대흥동 109-13번지 주변
9037,2019-09-30,고양이,코리안숏헤어,중구,유천동 338-5번지 버드내주유소 주변
9038,2019-09-30,고양이,코리안숏헤어,중구,유천동 338-5번지 버드내주유소 주변
9039,2019-09-30,고양이,코리안숏헤어,중구,유천동 338-5번지 버드내주유소 주변
9040,2019-09-28,개,요크셔테리어,중구,유천동 유천2동 주민센터 주변
9041,2019-09-30,개,포메라이언,중구,유천로 136 나이스타운 주변
9042,2019-09-29,개,허스키,서구,괴정동 70-25 인근
9043,2019-09-29,개,치와와,서구,가장교인근 천변
9044,2019-09-30,개,비숑프리제,서구,도시철도공사 인근
9045,2019-09-29,고양이,코리안숏헤어,유성구,장대동 월드컵@ 103 인근
9046,2019-09-29,고양이,코리안숏헤어,유성구,장대동 월드컵@ 103 인근
9047,2019-09-29,고양이,코리안숏헤어,유성구,장대동 월드컵@ 103 인근
9048,2019-09-30,고양이,코리안숏헤어,유성구,교촌동 264-19 내
9049,2019-09-30,개,말티즈,유성구,흥도초등학교 인근
9050,2019-09-30,개,포인터,유성구,반석역사 내
9051,2019-09-30,개,진도,중구,선화동 422-1번지 주변
9052,2019-09-30,고양이,앙고라,대덕구,중리동 맥도날드 주변
9053,2019-09-28,개,말티즈,동구,가양동 선경빌라 인근
9054,2019-09-30,개,믹스,서구,갈마동 동산@ 인근
9055,2019-09-30,고양이,앙고라,유성구,전민동 엑스포@ 4단지 내
9056,2019-09-28,개,시츄,동구,대동 진달래@ 인근
9057,2019-09-30,개,믹스,동구,가양동 동아식당 인근
9058,2019-09-30,고양이,코리안숏헤어,동구,원동 공영주차장 인근
9059,2019-09-30,고양이,코리안숏헤어,동구,원동 공영주차장 인근
9060,2019-09-30,개,믹스,유성구,하기동 565-2 인근
9061,2019-09-30,고양이,코리안숏헤어,유성구,덕명동 네오미아@ 내
9062,2019-09-30,개,믹스,유성구,목원대 인근
9063,2019-10-01,개,비숑프리제,유성구,갑동 만나 인근
9064,2019-10-01,고양이,코리안숏헤어,유성구,진잠향교 인근
9065,2019-10-01,개,푸들,유성구,목원대 인근
9066,2019-10-01,개,푸들,유성구,목원대 인근
9067,2019-10-01,고양이,코리안숏헤어,서구,도산로 441 인근
9068,2019-10-01,고양이,코리안숏헤어,서구,괴정약국 인근
9069,2019-10-01,고양이,코리안숏헤어,중구,대사동 250-12번지 주변
9070,2019-10-01,고양이,코리안숏헤어,중구,대사동 250-12번지 주변
9071,2019-10-01,고양이,코리안숏헤어,중구,문화동 충남기계공고 주변
9072,2019-10-01,고양이,코리안숏헤어,중구,문화동 충남기계공고 주변
9073,2019-10-01,고양이,코리안숏헤어,대덕구,오정동 332-10번지 주변
9074,2019-10-01,고양이,코리안숏헤어,대덕구,중리동 396-11번지 주변
9075,2019-10-01,고양이,코리안숏헤어,대덕구,중리동 396-11번지 주변
9076,2019-10-01,고양이,코리안숏헤어,대덕구,중리동 396-11번지 주변
9077,2019-10-01,고양이,코리안숏헤어,대덕구,중리동 396-11번지 주변
9078,2019-10-01,고양이,코리안숏헤어,대덕구,중리동 396-11번지 주변
9079,2019-10-01,고양이,코리안숏헤어,유성구,구암동 223-5 내
9080,2019-10-01,고양이,코리안숏헤어,유성구,구암동 223-5 내
9081,2019-10-01,고양이,코리안숏헤어,유성구,구암동 223-5 내
9082,2019-10-01,고양이,코리안숏헤어,유성구,구암동 223-5 내
9083,2019-10-01,개,믹스,대덕구,중리동 378-2번지 주변
9084,2019-10-01,고양이,앙고라,대덕구,덕암동 44-14번지 주변
9085,2019-10-01,고양이,코리안숏헤어,중구,선화동 85-26번지 다모아모텔 주변
9086,2019-10-01,고양이,코리안숏헤어,중구,산서로 53번길 29 어린이집 주변
9087,2019-10-01,개,말티즈,중구,산성동 325-11 밝은미소 주변
9088,2019-10-01,고양이,코리안숏헤어,중구,산성동 132-5번지 주변
9089,2019-10-02,고양이,앙고라,서구,갈마동 344-18 인근
9090,2019-10-01,고양이,코리안숏헤어,서구,갈마동 식당 내
9091,2019-10-01,고양이,코리안숏헤어,서구,갈마동 식당 내
9092,2019-10-01,고양이,코리안숏헤어,서구,도마동 43-3 인근
9093,2019-10-02,개,말티즈,서구,갈마동 316-10 내
9094,2019-10-02,개,믹스,서구,갈마동 316-10 내
9095,2019-10-01,개,푸들,유성구,학하수소충전소 내
9096,2019-10-02,개,말티즈,유성구,대전교통안전공단 인근
9097,2019-10-02,고양이,코리안숏헤어,유성구,세종@ 109 인근
9098,2019-10-02,고양이,코리안숏헤어,유성구,세종@ 109 인근
9099,2019-10-01,고양이,코리안숏헤어,동구,홍도동 세븐일레븐 인근
9100,2019-10-01,고양이,코리안숏헤어,동구,대동 주민센터 인근
9101,2019-10-02,개,푸들,동구,대전역 동광장 인근
9102,2019-10-02,고양이,코리안숏헤어,동구,용전동주민센터 인근
9103,2019-10-02,고양이,코리안숏헤어,동구,용전동주민센터 인근
9104,2019-10-02,고양이,코리안숏헤어,동구,용전동주민센터 인근
9105,2019-10-02,고양이,코리안숏헤어,동구,용전동주민센터 인근
9106,2019-10-02,고양이,코리안숏헤어,중구,은행동 데이즈 고양이카페 주변
9107,2019-10-03,고양이,샴,대덕구,한밭대로1174번길 11 주변
9108,2019-10-04,개,진도,대덕구,대화동 원맹학교 주변
9109,2019-10-03,개,치와와,대덕구,비래동 401번지 주변
9110,2019-10-03,개,푸들,동구,자양동 대주파크빌 인근
9111,2019-10-03,개,말티즈,유성구,원신흥동 라도무스아트센터 주차장
9112,2019-10-01,고양이,코리안숏헤어,유성구,자운네거리 인근
9113,2019-10-02,고양이,코리안숏헤어,중구,문창동 문창시장 주변
9114,2019-10-03,개,시츄,중구,문화동 668-52번지 주변
9115,2019-10-03,개,믹스,중구,옥계동 39-7번지 주변
9116,2019-10-04,개,진도,대덕구,상서당1길 62 주변
9117,2019-10-04,고양이,코리안숏헤어,대덕구,비래동 123-24번지 주변
9118,2019-10-03,개,믹스,동구,천동 주공 5단지 인근
9119,2019-10-03,고양이,코리안숏헤어,동구,판암파출소 인근
9120,2019-10-04,고양이,코리안숏헤어,동구,대전대 서문 인근
9121,2019-10-04,고양이,코리안숏헤어,동구,대전대 서문 인근
9122,2019-10-04,고양이,코리안숏헤어,동구,대전대 서문 인근
9123,2019-10-04,고양이,코리안숏헤어,동구,대전대 서문 인근
9124,2019-10-04,고양이,코리안숏헤어,동구,현암초 인근
9125,2019-10-04,고양이,코리안숏헤어,대덕구,중리로31번길 31 주변
9126,2019-10-04,고양이,코리안숏헤어,서구,장안동 한걸음장애인복지관 내
9127,2019-10-04,고양이,코리안숏헤어,서구,괴정동 113-17 인근
9128,2019-10-04,개,푸들,서구,괴정동 98-21 인근
9129,2019-10-04,개,믹스,서구,월평동 패션월드 입구
9130,2019-10-04,고양이,코리안숏헤어,유성구,관평동 동화중학교 내
9131,2019-10-04,개,믹스,유성구,교촌동 신세대어린이집 내
9132,2019-10-04,개,믹스,유성구,유성홈플러스 인근 천변
9133,2019-10-04,개,믹스,유성구,관평동 871 인근
9134,2019-10-04,고양이,코리안숏헤어,동구,용전동 국토관리청 인근
9135,2019-10-04,고양이,코리안숏헤어,동구,현암초 인근
9136,2019-10-04,고양이,코리안숏헤어,동구,현암초 인근
9137,2019-10-03,개,핏불테리어,서구,월평지구대 인근
9138,2019-10-04,고양이,코리안숏헤어,서구,월평동 559 내
9139,2019-10-04,고양이,앙고라,서구,도마동 209-7 내
9140,2019-10-04,고양이,페르시안 믹스,서구,하나로@ 103 인근
9141,2019-10-05,고양이,앙고라,서구,내동 24-15 인근
9142,2019-10-05,고양이,코리안숏헤어,유성구,북유성대로155번길 47 인근
9143,2019-10-05,개,푸들,유성구,유성온천역 인근
9144,2019-10-05,고양이,코리안숏헤어,서구,갈마@ 내
9145,2019-10-05,고양이,스코티쉬폴드,서구,도마동 34-26 내
9146,2019-10-05,고양이,코리안숏헤어,서구,월평주공@ 3단지 내
9147,2019-10-06,개,진도,서구,도산로207번길 90 인근
9148,2019-10-06,고양이,코리안숏헤어,서구,둔산동 1008-1 인근
9149,2019-10-06,고양이,코리안숏헤어,서구,도마동 99-9 내
9150,2019-10-05,고양이,코리안숏헤어,유성구,봉산동 206-14 인근
9151,2019-10-05,개,진도,유성구,구암동 타이어프로 인근 노상
9152,2019-10-05,개,말티즈,유성구,세동 쉼터공동체 내
9153,2019-10-05,개,믹스,동구,판암주공 3단지 인근
9154,2019-10-05,고양이,코리안숏헤어,동구,용전동 개편한세상 인근
9155,2019-10-05,고양이,코리안숏헤어,동구,가양동 평화맨션 인근
9156,2019-10-04,개,믹스,대덕구,법동 주공3단지 앞 놀이터 주변
9157,2019-10-04,개,말티즈,대덕구,신탄진동 용정초등학교 주변
9158,2019-10-05,고양이,코리안숏헤어,대덕구,중리동 384-10 CU편의점 주변
9159,2019-10-06,개,리트리버,대덕구,송촌동 전주콩나물국밥 주변
9160,2019-10-06,고양이,코리안숏헤어,대덕구,오정동사무소 주변
9161,2019-10-06,고양이,코리안숏헤어,대덕구,오정동사무소 주변
9162,2019-10-06,고양이,코리안숏헤어,대덕구,오정동사무소 주변
9163,2019-10-06,고양이,코리안숏헤어,대덕구,오정동사무소 주변
9164,2019-10-06,고양이,코리안숏헤어,대덕구,오정동사무소 주변
9165,2019-10-06,고양이,코리안숏헤어,대덕구,오정동사무소 주변
9166,2019-10-05,개,슈나우져,중구,서대전역 주변
9167,2019-10-05,고양이,코리안숏헤어,중구,석교주유소 주변
9168,2019-10-05,개,푸들,중구,대흥로165번길 주변
9169,2019-10-06,고양이,코리안숏헤어,중구,석교윤마트 주변
9170,2019-10-07,기타,도마뱀,대덕구,신대동 179 신대주공 107동 주변
9171,2019-10-07,개,요크셔테리어,중구,산성동 유등천 고수부지 주변
9172,2019-10-07,고양이,코리안숏헤어,중구,선화동 신지하상가 C하-23호 주변
9173,2019-10-07,고양이,코리안숏헤어,중구,대흥동 114-1번지 대전회관 주변
9174,2019-10-07,개,보스턴테리어,대덕구,중리동 휠모텔 주변
9175,2019-10-07,고양이,코리안숏헤어,대덕구,비래동 비래프라자 주변
9176,2019-10-07,고양이,코리안숏헤어,대덕구,비래동 비래프라자 주변
9177,2019-10-06,고양이,코리안숏헤어,서구,가장동 삼청@ 주차장
9178,2019-10-06,개,시츄,서구,갈마성당 인근
9179,2019-10-07,고양이,페르시안,서구,목원대학교 산학협력단 인근
9180,2019-10-07,개,아메리칸불리,서구,괴정동 49-6 인근
9181,2019-10-07,개,푸들,서구,갈마로 85번길 31 인근
9182,2019-10-07,개,믹스,서구,정림동 백목련@ 인근
9183,2019-10-08,고양이,페르시안,서구,용문동 233-43 인근
9184,2019-10-07,고양이,코리안숏헤어,유성구,자운대 국민은행 인근
9185,2019-10-08,개,믹스,유성구,노은동 277-40 내
9186,2019-10-08,고양이,코리안숏헤어,유성구,구암동 108-5 시온카센터 내
9187,2019-10-08,고양이,코리안숏헤어,유성구,구암동 108-5 시온카센터 내
9188,2019-10-08,고양이,코리안숏헤어,유성구,구암동 108-5 시온카센터 내
9189,2019-10-08,고양이,코리안숏헤어,유성구,구암동 108-5 시온카센터 내
9190,2019-10-08,고양이,코리안숏헤어,유성구,구암동 108-5 시온카센터 내
9191,2019-10-06,기타,토끼,동구,대전역 대합실 인근
9192,2019-10-06,개,말티즈,동구,효동 현대@ 인근
9193,2019-10-06,고양이,앙고라,동구,남대전 장례식장 앞 하상 인근
9194,2019-10-08,고양이,코리안숏헤어,중구,대흥동 114-1번지 대전회관 주변
9195,2019-10-08,고양이,코리안숏헤어,중구,대흥동 114-1번지 대전회관 주변
9196,2019-10-08,고양이,코리안숏헤어,중구,용두동 56-101번지 주변
9197,2019-10-08,고양이,코리안숏헤어,중구,용두동 56-101번지 주변
9198,2019-10-08,고양이,코리안숏헤어,중구,목동 충남여고 주변
9199,2019-10-08,고양이,코리안숏헤어,대덕구,석봉동 석봉새마을금고 주변
9200,2019-10-08,고양이,코리안숏헤어,대덕구,석봉동 석봉새마을금고 주변
9201,2019-10-08,개,시츄,대덕구,대화동 254-30 안전연립 주변
9202,2019-10-08,개,푸들,대덕구,상서동 828-15 배상베스트코 주변
9203,2019-10-08,개,시츄,서구,도마동 61-19
9204,2019-10-08,개,믹스,서구,원정동 36-3
9205,2019-10-08,고양이,코리안숏헤어,동구,용전동 후라이드 참 잘하는 집 인근
9206,2019-10-08,개,웰시코기,대덕구,오정동 양지마을@ 103동 주변
9207,2019-10-09,고양이,코리안숏헤어,대덕구,오정동 238-5번지 주변
9208,2019-10-09,고양이,코리안숏헤어,대덕구,오정동 238-5번지 주변
9209,2019-10-09,개,스피츠,중구,유천동 305-13번지 주변
9210,2019-10-06,기타,사슴,유성구,지족동 산 715-2 인근
9211,2019-10-09,개,시츄,서구,둔산여고 정문
9212,2019-10-09,개,포메라이언,서구,관저동 1361 인근
9213,2019-10-09,고양이,코리안숏헤어,서구,마크로병원 인근
9214,2019-10-10,개,리트리버,서구,건양대병원 내
9215,2019-10-09,고양이,코리안숏헤어,유성구,유성호텔 인근
9216,2019-10-09,고양이,코리안숏헤어,유성구,구암동 623-6 인근
9217,2019-10-10,개,믹스,유성구,대정동 562-2 인근
9218,2019-10-10,고양이,코리안숏헤어,유성구,세종@ 내
9219,2019-10-09,개,믹스,중구,사정동 대전오월드 주차장 출구 버스정류장 주변
9220,2019-10-09,개,푸들,대덕구,대덕대로 1591-1 103호 이마트24 주변
9221,2019-10-10,고양이,코리안숏헤어,대덕구,덕암동 9-19 영창빌라 주변
9222,2019-10-10,고양이,코리안숏헤어,대덕구,덕암동 58-16번지 주변
9223,2019-10-10,고양이,코리안숏헤어,대덕구,덕암동 58-16번지 주변
9224,2019-10-10,고양이,코리안숏헤어,대덕구,덕암동 58-16번지 주변
9225,2019-10-10,고양이,코리안숏헤어,대덕구,덕암동 58-16번지 주변
9226,2019-10-07,개,퍼그,동구,비룡동 감나무집 인근
9227,2019-10-07,개,퍼그,동구,비룡동 감나무집 인근
9228,2019-10-08,개,리트리버,동구,신흥역 인근
9229,2019-10-08,개,진도,동구,낭월동 다이소 인근
9230,2019-10-09,개,웰시코기,동구,용전동 홈플러스 인근
9231,2019-10-09,고양이,코리안숏헤어,동구,가오우체국 인근
9232,2019-10-10,고양이,코리안숏헤어,유성구,월드컵 지하차도 인근
9233,2019-10-10,개,진도,유성구,송정동 교차로 인근
